t,Fv_obs,Fv_err
1136.98098,9.52456424e-31,2.23504003e-31
1525.11029,1.12991329e-30,2.13780022e-31
2045.73465,8.68050747e-31,1.69473979e-31
6598.5,1.23949596e-30,1.18863220e-31
211282.5,1.22815725e-31,1.89582819e-32
359853.5,8.35899325e-32,1.75727932e-32
447655.5,4.40914087e-32,1.01910570e-32
666589.5,4.52745325e-32,1.08431073e-32
1349787.5,2.63241268e-32,6.01518308e-33
2483661.5,1.06795751e-32,2.71731914e-33
646543.5,4.11011501e-32,1.44593897e-32
