Temperature;Density
26.85;7954
126.85;7910
226.85;7864
326.85;7818
426.85;7771
526.85;7723
626.85;7674
726.85;7624
826.85;7574
926.85;7523
1026.85;7471
1126.85;7419
1226.85;7365
1326.85;7311
1426.85;6979
1526.85;6920
1626.85;6857
1726.85;6791
1826.85;6721
1926.85;6648
2026.85;6571
2126.85;6490
2226.85;6406
2326.85;6318
2426.85;6229
2526.85;6131
2626.85;6032
2726.85;5930
