Temperature;ThermalConductivity
-0.149999999999977;12.97
19.85;13.31
26.85;13.44
76.85;14.32
126.85;15.16
226.85;16.8
326.85;18.36
426.85;19.87
526.85;21.39
626.85;22.79
726.85;24.06
826.85;25.46
926.85;26.74
1026.85;28.02
1126.85;29.32
1226.85;30.61
1326.85;31.86
1370.85;32.41
1398.85;26.9
1426.85;27.24
