Z	Bz
0.	0.
0.001	0.009677245474850346
0.002	0.019491820503177697
0.003	0.029441780432760283
0.004	0.03952531503021097
0.005	0.04974073434012511
0.006	0.06008645338427014
0.007	0.0705609758267803
0.008	0.08116287673009084
0.009000000000000001	0.09189078452971962
0.01	0.10274336235460697
0.011	0.11371928882047282
0.012	0.12481723842372965
0.013000000000000001	0.13603586166247564
0.014	0.14737376501138572
0.015	0.15882949087520765
0.016	0.1704014976462131
0.017	0.18208813998771908
0.018000000000000002	0.1938876494658514
0.019	0.2057981156484875
0.02	0.21781746778916905
0.021	0.22994345720995502
0.022	0.2421736404950746
0.023	0.25450536360294107
0.024	0.26693574700013284
0.025	0.27946167191662225
0.026000000000000002	0.29207976781704487
0.027	0.3047864011684585
0.028	0.31757766560141526
0.029	0.3304493735197691
0.03	0.34339704924428943
0.031	0.3564159237134514
0.032	0.36950093085091323
0.033	0.3826467055649582
0.034	0.39584758345735827
0.035	0.4090976022496733
0.036000000000000004	0.4223905049109603
0.037	0.4357197445216141
0.038	0.44907849080122436
0.039	0.4624596383164742
0.04	0.47585581631298973
0.041	0.4892594000910129
0.042	0.5026625239195525
0.043000000000000003	0.5160570953207467
0.044	0.5294348107404576
0.045	0.5427871724074508
0.046	0.5561055063437624
0.047	0.5693809813713404
0.048	0.5826046290081186
0.049	0.5957673640932664
0.05	0.6088600060561435
0.051000000000000004	0.6218733006179515
0.052000000000000005	0.6347979418459542
0.053	0.6476245943839817
0.054	0.6603439156909483
0.055	0.6729465782099241
0.056	0.6854232912434002
0.057	0.6977648224706432
0.058	0.7099620189281853
0.059000000000000004	0.7220058273492787
0.06	0.7338873137394544
0.061	0.745597682086685
0.062	0.757128292109996
0.063	0.7684706759450326
0.064	0.7796165537024736
0.065	0.790557847861903
0.066	0.801286696380943
0.067	0.811795464583753
0.068	0.8220767556873317
0.069	0.832123420059109
0.07	0.8419285631470621
0.07100000000000001	0.85148555207969
0.07200000000000001	0.8607880210266542
0.073	0.8698298752853675
0.074	0.878605294168315
0.075	0.887108732733844
0.076	0.8953349224458951
0.077	0.9032788707813679
0.078	0.9109358599213461
0.079	0.9183014445422015
0.08	0.925371448848145
0.081	0.9321419628852835
0.082	0.9386093382760771
0.083	0.9447701834115887
0.084	0.9506213582404165
0.085	0.9561599687184128
0.08600000000000001	0.9613833610180159
0.08700000000000001	0.9662891155906779
0.088	0.9708750411705317
0.089	0.9751391687807281
0.09	0.9790797458653097
0.091	0.9826952305626454
0.092	0.9859842862593176
0.093	0.9889457764244612
0.094	0.9915787598474196
0.095	0.9938824862653628
0.096	0.9958563925010608
0.097	0.9975000990974588
0.098	0.9988134074998005
0.099	0.9997962978547469
0.1	1.0004489273703996
0.101	1.0007716293253692
0.10200000000000001	1.000764912710866
0.10300000000000001	1.0004294624951255
0.10400000000000001	0.9997661405181844
0.105	0.9987759870223476
0.106	0.9974602227542446
0.107	0.9958202516812074
0.108	0.9938576642178054
0.109	0.9915742409945889
0.11	0.9889719570621982
0.111	0.986052986538857
0.112	0.9828197076050903
0.113	0.979274707786909
0.114	0.9754207895114313
0.115	0.9712609757773591
0.116	0.9667985159483163
0.117	0.9620368915381754
0.11800000000000001	0.9569798219242682
0.11900000000000001	0.9516312699003373
0.12	0.9459954469757458
0.121	0.9400768183408152
0.122	0.9338801073914531
0.123	0.9274102997489663
0.124	0.9206726466495254
0.125	0.9136726676391761
0.126	0.9064161524942682
0.127	0.8989091622551222
0.128	0.8911580293275259
0.129	0.8831693565559076
0.13	0.874950015209422
0.131	0.8665071418355451
0.132	0.8578481339117309
0.133	0.8489806442497236
0.134	0.8399125741525263
0.135	0.8306520652519087
0.136	0.8212074900878871
0.137	0.8115874413313502
0.138	0.8018007197700249
0.139	0.7918563210043613
0.14	0.7817634209147721
0.14100000000000001	0.7715313599750105
0.14200000000000002	0.761169626419701
0.14300000000000002	0.7506878383835464
0.14400000000000002	0.7400957250789847
0.145	0.7294031070844107
0.146	0.7186198758925407
0.147	0.7077559727830186
0.148	0.6968213671474742
0.149	0.6858260344246193
0.15	0.6747799337201688
0.151	0.6636929852851996
0.152	0.6525750479624597
0.153	0.6414358967608816
0.154	0.6302852006491176
0.155	0.6191325007630745
0.156	0.6079871890862105
0.157	0.5968584877815504
0.158	0.585755429255546
0.159	0.5746868371006876
0.16	0.5636613079809678
0.161	0.552687194585735
0.162	0.5417725897160391
0.163	0.5309253115782566
0.164	0.5201528903758088
0.165	0.5094625562043134
0.166	0.49886122833564384
0.167	0.48835550587753757
0.168	0.47795165987553057
0.169	0.46765562681448103
0.17	0.4574730035597475
0.171	0.4474090436792597
0.17200000000000001	0.4374686551678498
0.17300000000000001	0.4276563995070701
0.17400000000000002	0.4179764920284454
0.17500000000000002	0.4084328035454372
0.176	0.39902886318200376
0.177	0.389767862320297
0.178	0.380652659654143
0.179	0.3716857872014012
0.18	0.3628694572832151
0.181	0.35420557030989813
0.182	0.3456957233681093
0.183	0.3373412194597478
0.184	0.32914307737920956
0.185	0.3211020420981279
0.186	0.31321859559616777
0.187	0.30549296807643883
0.188	0.29792514945334897
0.189	0.29051490107817307
0.19	0.28326176761686833
0.191	0.27616508900267633
0.192	0.2692240124368022
0.193	0.2624375043176464
0.194	0.2558043621351522
0.195	0.24932322618267336
0.196	0.24299259111416563
0.197	0.23681081727063236
