z	Wx	Wy	Wz
0.	0.	0.	9.22430233e12
5.e-6	4.65217727e11	4.65217727e11	8.685e12
9.999999999999999e-6	9.27889436e11	9.27889436e11	8.47011628e12
0.000015	1.3880394e12	1.3880394e12	8.30825581e12
0.00002	1.84569189e12	1.84569189e12	8.17395349e12
0.000025	2.30087117e12	2.30087117e12	8.05709302e12
0.00003	2.75360152e12	2.75360152e12	7.9527907e12
0.000035	3.20390721e12	3.20390721e12	7.85790698e12
0.00004	3.6518125e12	3.6518125e12	7.77069767e12
0.000045	4.09734167e12	4.09734167e12	7.6894186e12
0.00005	4.54051899e12	4.54051899e12	7.61302326e12
0.000055	4.98136873e12	4.98136873e12	7.54116279e12
0.00006	5.41991516e12	5.41991516e12	7.47313953e12
0.000065	5.85618255e12	5.85618255e12	7.40825581e12
0.00007	6.29019517e12	6.29019517e12	7.34616279e12
0.000075	6.7219773e12	6.7219773e12	7.28686047e12
0.00007999999999999999	7.1515532e12	7.1515532e12	7.23e12
0.00008499999999999999	7.57894714e12	7.57894714e12	7.17523256e12
0.00008999999999999999	8.00418339e12	8.00418339e12	7.1222093e12
0.00009499999999999999	8.42728623e12	8.42728623e12	7.07093023e12
0.00009999999999999999	8.84827993e12	8.84827993e12	7.02174419e12
0.000105	9.26718875e12	9.26718875e12	6.97360465e12
0.00011	9.68403697e12	9.68403697e12	6.9272093e12
0.000115	1.00988489e13	1.00988489e13	6.88186047e12
0.00012	1.05116487e13	1.05116487e13	6.83790698e12
0.000125	1.09224607e13	1.09224607e13	6.795e12
0.00013	1.13313092e13	1.13313092e13	6.75348837e12
0.000135	1.17382185e13	1.17382185e13	6.71267442e12
0.00014	1.21432128e13	1.21432128e13	6.67290698e12
0.000145	1.25463164e13	1.25463164e13	6.63383721e12
0.00015	1.29475535e13	1.29475535e13	6.59616279e12
0.000155	1.33469485e13	1.33469485e13	6.55883721e12
0.00016	1.37445256e13	1.37445256e13	6.52255814e12
0.000165	1.4140309e13	1.4140309e13	6.48697674e12
0.00017	1.45343231e13	1.45343231e13	6.45209302e12
0.000175	1.49265921e13	1.49265921e13	6.41790698e12
0.00018	1.53171403e13	1.53171403e13	6.38406977e12
0.000185	1.5705992e13	1.5705992e13	6.35127907e12
0.00019	1.60931714e13	1.60931714e13	6.31883721e12
0.000195	1.64787028e13	1.64787028e13	6.28709302e12
0.0002	1.68626104e13	1.68626104e13	6.25569767e12
0.000205	1.72449186e13	1.72449186e13	6.22534884e12
0.00021	1.76256516e13	1.76256516e13	6.195e12
0.000215	1.80048337e13	1.80048337e13	6.16534884e12
0.00022	1.83824891e13	1.83824891e13	6.13604651e12
0.000225	1.87586422e13	1.87586422e13	6.10744186e12
0.00023	1.91333172e13	1.91333172e13	6.07918605e12
0.000235	1.95065383e13	1.95065383e13	6.05127907e12
0.00024	1.98783298e13	1.98783298e13	6.02372093e12
0.000245	2.02487161e13	2.02487161e13	5.99686047e12
0.00025	2.06177213e13	2.06177213e13	5.97e12
0.000255	2.09853698e13	2.09853698e13	5.94383721e12
0.00026	2.13516858e13	2.13516858e13	5.91802326e12
0.000265	2.17166936e13	2.17166936e13	5.8922093e12
0.00027	2.20804175e13	2.20804175e13	5.86709302e12
0.000275	2.24428817e13	2.24428817e13	5.84232558e12
0.00028	2.28041104e13	2.28041104e13	5.81790698e12
0.000285	2.31641281e13	2.31641281e13	5.79348837e12
0.00029	2.35229589e13	2.35229589e13	5.76976744e12
0.000295	2.38806271e13	2.38806271e13	5.74604651e12
0.0003	2.4237157e13	2.4237157e13	5.72267443e12
0.000305	2.45925694e13	2.45925694e13	5.69965116e12
0.00031	2.49468714e13	2.49468714e13	5.67697675e12
0.000315	2.53000665e13	2.53000665e13	5.65465116e12
0.00032	2.56521583e13	2.56521583e13	5.63232557e12
0.000325	2.60031506e13	2.60031506e13	5.61034884e12
0.00033	2.63530467e13	2.63530467e13	5.58872092e12
0.000335	2.67018505e13	2.67018505e13	5.56744186e12
