2025-09-03 15:40:22 - INFO - Application started successfully


2025-09-03 15:40:23 - INFO - Application started successfully


2025-09-03 15:40:23 - INFO - Application started successfully


2025-09-03 15:40:25 - INFO - IP: 127.0.0.1, OS: Windows, URL: /, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:40:29 - INFO - IP: 127.0.0.1, OS: Windows, URL: /set-language/en, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:40:29 - INFO - IP: 127.0.0.1, OS: Windows, URL: /, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:40:30 - INFO - IP: 127.0.0.1, OS: Windows, URL: /set-language/es, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:40:30 - INFO - IP: 127.0.0.1, OS: Windows, URL: /, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:40:31 - INFO - IP: 127.0.0.1, OS: Windows, URL: /set-language/en, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:40:31 - INFO - IP: 127.0.0.1, OS: Windows, URL: /, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:40:38 - INFO - IP: 127.0.0.1, OS: Windows, URL: /markdown, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:40:46 - INFO - IP: 127.0.0.1, OS: Windows, URL: /.well-known/appspecific/com.chrome.devtools.json, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:41:29 - INFO - IP: 127.0.0.1, OS: Windows, URL: /, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:41:29 - INFO - IP: 127.0.0.1, OS: Windows, URL: /.well-known/appspecific/com.chrome.devtools.json, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:41:40 - INFO - IP: 127.0.0.1, OS: Windows, URL: /, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:41:40 - INFO - IP: 127.0.0.1, OS: Windows, URL: /.well-known/appspecific/com.chrome.devtools.json, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:43:34 - INFO - IP: 127.0.0.1, OS: Windows, URL: /, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:43:34 - INFO - IP: 127.0.0.1, OS: Windows, URL: /.well-known/appspecific/com.chrome.devtools.json, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:43:45 - INFO - IP: 127.0.0.1, OS: Windows, URL: /, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:43:45 - INFO - IP: 127.0.0.1, OS: Windows, URL: /.well-known/appspecific/com.chrome.devtools.json, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


2025-09-03 15:43:51 - INFO - IP: 127.0.0.1, OS: Windows, URL: /, Method: GET | Query Params: {} | Path Params: {} | Body:  | JSON: {}


