\  ****************** Hyper photometry ******************
\ Survey code: 15
\ Detection threshold: 4.0 sigma
\ Convert from MJy/sr: None
\ Convert from Jy/beam: None
\ Convert to mJy: True
\ Estimated r.m.s. to identify sources: 0.00266 mJy
\  ******************************************************
\ MAP_ID = Map identifier
\ HYPER_ID = Source identifier
\ FLUX_PEAK = Peak flux (mJy/beam)
\ FLUX = Integrated flux density (mJy)
\ FLUX_ERR = Flux density uncertainty (mJy)
\ RESIDUALS = Mean background level (mJy)
\ POLYN = Polynomial background order
\ NMSE = Normalized Mean Squared Error of fit: scale-independent metric of
\ model-data agreement
\ CHI2_RED = Reduced chi-squared of Gaussian + background fit (valid only if
\ residuals are Gaussian-distributed with constant variance)
\ BIC = Bayesian Information Criterion: model selection metric that penalizes
\ overfitting; lower BIC indicates better trade-off between goodness of fit and
\ model complexity
\ FWHM_1 = First axis FWHM (arcsec)
\ FWHM_2 = Second axis FWHM (arcsec)
\ PA = Position angle (deg East of North)
\ STATUS = Fit status flag: 1 = fit succeeded, 0 = fit failed
\ GLON = Galactic longitude (deg)
\ GLAT = Galactic latitude (deg)
\ RA = Right Ascension (deg, J2000)
\ DEC = Declination (deg, J2000)
\ DEBLEND = Deblending flag
\ CLUSTER = Cluster flag
|             MAP_ID|HYPER_ID| FLUX_PEAK|  FLUX|FLUX_ERR|RESIDUALS|POLYN|  NMSE|CHI2_RED|      BIC|FWHM_1|FWHM_2|    PA|STATUS|     GLON|     GLAT|      RA|      DEC|DEBLEND|CLUSTER|
|               char|    long|    double|double|  double|   double| long|double|  double|   double|double|double|double|  long|   double|   double|  double|   double|   long|   long|
|                   |        |mJy / beam|   mJy|     mJy|      mJy|     |      |        |         |arcsec|arcsec|   deg|      |      deg|      deg|     deg|      deg|       |       |
 map_500_Gaussians_2      278    0.00279  0.431    0.061   0.00000     2  0.253    0.000 -19162.76  0.051  0.067  -40.6      1 279.43726 -31.66320 84.70838 -69.07832       1       2 
 map_500_Gaussians_2      279    0.00184  0.322    0.039   0.00000     2  0.322    0.000 -49888.77  0.043  0.056  -51.8      1 279.43714 -31.66220 84.71119 -69.07833       1       5 
 map_500_Gaussians_2      280    0.00291  0.949    0.079   0.00000     2  0.322    0.000 -49888.77  0.075  0.056   50.6      1 279.43711 -31.66220 84.71122 -69.07831       1       5 
 map_500_Gaussians_2      281    0.00249  0.773    0.067   0.00000     2  0.322    0.000 -49888.77  0.053  0.072  -40.9      1 279.43710 -31.66222 84.71114 -69.07830       1       5 
 map_500_Gaussians_2      282    0.00254  0.516    0.055   0.00000     2  0.322    0.000 -49888.77  0.043  0.066  -38.2      1 279.43709 -31.66224 84.71109 -69.07829       1       5 
 map_500_Gaussians_2      283    0.00366  0.597    0.076   0.00000     2  0.322    0.000 -49888.77  0.043  0.056   43.6      1 279.43706 -31.66224 84.71110 -69.07826       1       5 
 map_500_Gaussians_2      284    0.00183  0.290    0.037   0.00000     2  0.174    0.000 -20295.89  0.047  0.043  -87.9      1 279.43719 -31.66288 84.70929 -69.07830       1       2 
 map_500_Gaussians_2      285    0.00320  0.789    0.081   0.00000     2  0.174    0.000 -20295.89  0.060  0.055  -36.8      1 279.43717 -31.66289 84.70926 -69.07828       1       2 
 map_500_Gaussians_2      286    0.00238  0.464    0.054   0.00000     2  0.669    0.000 -18591.05  0.043  0.069  -49.0      1 279.43699 -31.66151 84.71315 -69.07828       1       2 
 map_500_Gaussians_2      287    0.00177  0.247    0.035   0.00000     2  0.669    0.000 -18591.05  0.058  0.043  -42.5      1 279.43696 -31.66153 84.71312 -69.07825       1       2 
 map_500_Gaussians_2      288    0.00289  0.694    0.071   0.00000     2  0.314    0.000 -24072.18  0.053  0.059   61.2      1 279.43720 -31.66352 84.70751 -69.07824       1       2 
 map_500_Gaussians_2      289    0.00312  0.560    0.066   0.00000     2  0.314    0.000 -24072.18  0.059  0.043  -44.0      1 279.43719 -31.66355 84.70743 -69.07822       1       2 
 map_500_Gaussians_2      290    0.00319  0.410    0.055   0.00000     1  0.358    0.000 -24003.66  0.043  0.043  -90.0      1 279.43691 -31.66156 84.71303 -69.07821       1       2 
 map_500_Gaussians_2      291    0.00208  0.625    0.055   0.00000     1  0.358    0.000 -24003.66  0.043  0.086   37.9      1 279.43690 -31.66155 84.71306 -69.07821       1       2 
 map_500_Gaussians_2      292    0.00212  0.511    0.051   0.00000     2  0.590    0.000 -35065.73  0.043  0.073   50.4      1 279.43707 -31.66284 84.70944 -69.07820       1       2 
 map_500_Gaussians_2      293    0.00157  0.274    0.037   0.00000     2  0.590    0.000 -35065.73  0.046  0.085   15.7      1 279.43704 -31.66285 84.70942 -69.07817       1       2 
 map_500_Gaussians_2      294    0.00184  0.315    0.038   0.00000     2  0.340    0.000 -22782.56  0.062  0.043  -46.0      1 279.43712 -31.66328 84.70821 -69.07819       1       2 
 map_500_Gaussians_2      295    0.00411  0.557    0.076   0.00000     2  0.340    0.000 -22782.56  0.043  0.045   43.0      1 279.43709 -31.66325 84.70828 -69.07817       1       2 
 map_500_Gaussians_2      296    0.00224  0.261    0.040   0.00000     2  0.457    0.000 -29175.23  0.043  0.043   28.4      1 279.43695 -31.66220 84.71124 -69.07817       1       3 
 map_500_Gaussians_2      297    0.00401  0.781    0.084   0.00000     2  0.457    0.000 -29175.23  0.051  0.047   61.0      1 279.43692 -31.66215 84.71140 -69.07815       1       3 
 map_500_Gaussians_2      298    0.00302  0.664    0.066   0.00000     2  0.457    0.000 -29175.23  0.057  0.049  -43.9      1 279.43692 -31.66218 84.71131 -69.07815       1       3 
 map_500_Gaussians_2      299    0.00206  0.213    0.035   0.00000     2  0.687    0.000 -37066.99  0.045  0.043  -42.8      1 279.43686 -31.66210 84.71154 -69.07810       1       3 
 map_500_Gaussians_2      300    0.00142  0.153    0.026   0.00000     2  0.687    0.000 -37066.99  0.043  0.043   80.6      1 279.43682 -31.66206 84.71167 -69.07808       1       3 
 map_500_Gaussians_2      301    0.00204  0.361    0.042   0.00000     2  0.687    0.000 -37066.99  0.044  0.052  -22.8      1 279.43680 -31.66209 84.71159 -69.07806       1       3 
 map_500_Gaussians_2      302    0.00250  0.635    0.059   0.00000     1  0.489    0.000 -23224.09  0.070  0.044  -43.8      1 279.43686 -31.66237 84.71081 -69.07808       1       2 
 map_500_Gaussians_2      303    0.00217  0.642    0.059   0.00000     1  0.489    0.000 -23224.09  0.079  0.048   47.3      1 279.43686 -31.66239 84.71075 -69.07807       1       2 
 map_500_Gaussians_2      304    0.00333  1.337    0.112   0.00000     2  0.331    0.000 -68203.49  0.086  0.053   52.3      1 279.43688 -31.66274 84.70975 -69.07805       1       6 
 map_500_Gaussians_2      305    0.00183  0.408    0.046   0.00000     2  0.331    0.000 -68203.49  0.086  0.049  -31.3      1 279.43688 -31.66272 84.70982 -69.07805       1       6 
 map_500_Gaussians_2      306    0.00261  0.455    0.060   0.00000     2  0.331    0.000 -68203.49  0.043  0.086   31.0      1 279.43683 -31.66276 84.70973 -69.07801       1       6 
 map_500_Gaussians_2      307    0.00426  1.110    0.111   0.00000     2  0.331    0.000 -68203.49  0.078  0.045  -13.1      1 279.43682 -31.66278 84.70968 -69.07800       1       6 
 map_500_Gaussians_2      308    0.00161  0.471    0.041   0.00000     2  0.331    0.000 -68203.49  0.047  0.074   -1.6      1 279.43682 -31.66280 84.70962 -69.07799       1       6 
 map_500_Gaussians_2      309    0.00273  0.345    0.049   0.00000     2  0.331    0.000 -68203.49  0.043  0.043   57.3      1 279.43680 -31.66272 84.70983 -69.07799       1       6 
 map_500_Gaussians_2      310    0.00179  0.549    0.049   0.00000     2  0.326    0.000 -20778.00  0.053  0.080  -55.7      1 279.43685 -31.66250 84.71045 -69.07805       1       2 
 map_500_Gaussians_2      311    0.00282  0.372    0.049   0.00000     2  0.326    0.000 -20778.00  0.043  0.043   90.0      1 279.43685 -31.66252 84.71038 -69.07805       1       2 
 map_500_Gaussians_2      312    0.00272  0.802    0.074   0.00000     2  0.418    0.000 -40515.62  0.047  0.081   45.8      1 279.43679 -31.66228 84.71106 -69.07803       1       4 
 map_500_Gaussians_2      313    0.00174  0.308    0.034   0.00000     2  0.418    0.000 -40515.62  0.052  0.043  -47.1      1 279.43679 -31.66224 84.71119 -69.07803       1       4 
 map_500_Gaussians_2      314    0.00278  0.312    0.047   0.00000     2  0.418    0.000 -40515.62  0.043  0.043   76.2      1 279.43678 -31.66226 84.71112 -69.07802       1       4 
 map_500_Gaussians_2      315    0.00277  0.724    0.069   0.00000     2  0.418    0.000 -40515.62  0.050  0.067  -47.0      1 279.43674 -31.66229 84.71105 -69.07799       1       4 
 map_500_Gaussians_2      316    0.00219  0.871    0.067   0.00000     2  0.393    0.000 -21930.54  0.058  0.086   48.2      1 279.43672 -31.66178 84.71248 -69.07803       1       2 
 map_500_Gaussians_2      317    0.00193  0.374    0.045   0.00000     2  0.393    0.000 -21930.54  0.050  0.052   -3.8      1 279.43671 -31.66175 84.71257 -69.07802       1       2 
 map_500_Gaussians_2      318    0.00226  0.384    0.046   0.00000     2  0.619    0.000 -60696.82  0.062  0.043  -47.1      1 279.43665 -31.66159 84.71302 -69.07799       1       3 
 map_500_Gaussians_2      319    0.00357  1.106    0.091   0.00000     2  0.619    0.000 -60696.82  0.070  0.054   39.5      1 279.43660 -31.66158 84.71306 -69.07795       1       3 
 map_500_Gaussians_2      320    0.00314  0.440    0.059   0.00000     2  0.619    0.000 -60696.82  0.054  0.043  -44.5      1 279.43655 -31.66159 84.71305 -69.07790       1       3 
 map_500_Gaussians_2      321    0.00304  0.727    0.070   0.00000     2  0.356    0.000 -28537.06  0.043  0.071   45.7      1 279.43683 -31.66309 84.70880 -69.07797       1       2 
 map_500_Gaussians_2      322    0.00180  0.381    0.043   0.00000     2  0.356    0.000 -28537.06  0.075  0.043   45.3      1 279.43681 -31.66313 84.70870 -69.07795       1       2 
 map_500_Gaussians_2      323    0.00202  0.439    0.046   0.00000     2  0.736    0.005 -25601.67  0.065  0.043   46.6      1 279.43684 -31.66349 84.70770 -69.07793       1       3 
 map_500_Gaussians_2      324    0.00308  0.496    0.061   0.00000     2  0.736    0.005 -25601.67  0.054  0.043  -42.5      1 279.43681 -31.66352 84.70760 -69.07791       1       3 
 map_500_Gaussians_2      325    0.00277  0.514    0.058   0.00000     2  0.736    0.005 -25601.67  0.043  0.058  -38.7      1 279.43680 -31.66351 84.70765 -69.07790       1       3 
 map_500_Gaussians_2      326    0.00164  0.178    0.030   0.00000     2  0.649    0.000 -19099.77  0.043  0.043   89.9      1 279.43674 -31.66272 84.70985 -69.07793       1       2 
 map_500_Gaussians_2      327    0.00197  0.654    0.053   0.00000     2  0.649    0.000 -19099.77  0.070  0.059  -17.0      1 279.43669 -31.66273 84.70985 -69.07789       1       2 
 map_500_Gaussians_2      328    0.00398  0.548    0.070   0.00000     2  0.287    0.000 -21082.92  0.053  0.043   44.8      1 279.43674 -31.66335 84.70811 -69.07787       1       2 
 map_500_Gaussians_2      329    0.00195  0.363    0.043   0.00000     2  0.287    0.000 -21082.92  0.047  0.054   33.1      1 279.43672 -31.66335 84.70811 -69.07784       1       2 
 map_500_Gaussians_2      330    0.00252  0.299    0.043   0.00000     2  0.161    0.000 -21506.08  0.043  0.043  -90.0      1 279.43649 -31.66148 84.71338 -69.07786       1       3 
 map_500_Gaussians_2      331    0.00373  0.762    0.081   0.00000     2  0.161    0.000 -21506.08  0.043  0.066  -47.3      1 279.43648 -31.66146 84.71345 -69.07786       1       3 
 map_500_Gaussians_2      332    0.00339  0.868    0.087   0.00000     2  0.161    0.000 -21506.08  0.068  0.043  -45.0      1 279.43646 -31.66147 84.71340 -69.07784       1       3 
 map_500_Gaussians_2      333    0.00255  0.401    0.049   0.00000     2  0.467    0.000 -53741.88  0.053  0.043  -45.8      1 279.43657 -31.66227 84.71114 -69.07785       1       4 
 map_500_Gaussians_2      334    0.00386  0.803    0.088   0.00000     2  0.467    0.000 -53741.88  0.064  0.043   48.0      1 279.43656 -31.66232 84.71102 -69.07783       1       4 
 map_500_Gaussians_2      335    0.00156  0.181    0.030   0.00000     2  0.467    0.000 -53741.88  0.047  0.044  -90.0      1 279.43654 -31.66231 84.71106 -69.07781       1       4 
 map_500_Gaussians_2      336    0.00332  0.304    0.057   0.00000     2  0.467    0.000 -53741.88  0.043  0.043   90.0      1 279.43650 -31.66232 84.71103 -69.07777       1       4 
 map_500_Gaussians_2      337    0.00278  0.391    0.052   0.00000     2  0.268    0.000 -25972.80  0.055  0.043  -44.5      1 279.43655 -31.66210 84.71164 -69.07784       1       3 
 map_500_Gaussians_2      338    0.00290  0.552    0.068   0.00000     2  0.268    0.000 -25972.80  0.043  0.068   46.3      1 279.43654 -31.66213 84.71155 -69.07784       1       3 
 map_500_Gaussians_2      339    0.00305  0.614    0.070   0.00000     2  0.268    0.000 -25972.80  0.043  0.069  -41.8      1 279.43651 -31.66211 84.71163 -69.07781       1       3 
 map_500_Gaussians_2      340    0.00269  0.443    0.061   0.00000     2  0.211    0.000 -33375.63  0.043  0.053  -38.0      1 279.43674 -31.66354 84.70757 -69.07785       1       2 
 map_500_Gaussians_2      341    0.00479  1.580    0.138   0.00000     2  0.211    0.000 -33375.63  0.078  0.059   10.8      1 279.43672 -31.66352 84.70764 -69.07783       1       2 
 map_500_Gaussians_2      342    0.00233  0.414    0.049   0.00000     2  0.386    0.000 -21997.78  0.055  0.051   90.0      1 279.43647 -31.66171 84.71275 -69.07782       1       2 
 map_500_Gaussians_2      343    0.00231  0.645    0.057   0.00000     2  0.386    0.000 -21997.78  0.049  0.076   42.0      1 279.43647 -31.66173 84.71268 -69.07782       1       2 
 map_500_Gaussians_2      344    0.00171  0.320    0.044   0.00000     1  0.525    0.000 -33970.38  0.054  0.056  -90.0      1 279.43654 -31.66246 84.71063 -69.07779       1       3 
 map_500_Gaussians_2      345    0.00288  0.440    0.063   0.00000     1  0.525    0.000 -33970.38  0.050  0.043  -49.5      1 279.43651 -31.66247 84.71062 -69.07777       1       3 
 map_500_Gaussians_2      346    0.00255  0.305    0.054   0.00000     1  0.525    0.000 -33970.38  0.052  0.043   45.2      1 279.43648 -31.66247 84.71062 -69.07774       1       3 
 map_500_Gaussians_2      347    0.00208  0.802    0.065   0.00000     2  0.837    0.002 -34618.78  0.055  0.086  -45.0      1 279.43667 -31.66356 84.70754 -69.07778       1       3 
 map_500_Gaussians_2      348    0.00140  0.138    0.029   0.00000     2  0.837    0.002 -34618.78  0.050  0.043  -41.1      1 279.43662 -31.66356 84.70756 -69.07774       1       3 
 map_500_Gaussians_2      349    0.00287  0.311    0.052   0.00000     2  0.837    0.002 -34618.78  0.043  0.043   -1.8      1 279.43659 -31.66354 84.70762 -69.07772       1       3 
 map_500_Gaussians_2      350    0.00286  0.233    0.052   0.00000     2  0.392    0.000 -43443.10  0.043  0.065  -90.0      1 279.43641 -31.66201 84.71193 -69.07774       1       4 
 map_500_Gaussians_2      351    0.00224  0.363    0.051   0.00000     2  0.392    0.000 -43443.10  0.043  0.064   43.6      1 279.43640 -31.66198 84.71200 -69.07773       1       4 
 map_500_Gaussians_2      352    0.00329  0.304    0.060   0.00000     2  0.392    0.000 -43443.10  0.043  0.045  -25.1      1 279.43641 -31.66202 84.71188 -69.07773       1       4 
 map_500_Gaussians_2      353    0.00284  0.670    0.072   0.00000     2  0.392    0.000 -43443.10  0.049  0.064  -46.2      1 279.43636 -31.66197 84.71205 -69.07770       1       4 
 map_500_Gaussians_2      354    0.00292  0.553    0.061   0.00000     2  0.336    0.000 -26221.14  0.048  0.047   15.1      1 279.43642 -31.66246 84.71068 -69.07769       1       4 
 map_500_Gaussians_2      355    0.00156  0.262    0.039   0.00000     2  0.336    0.000 -26221.14  0.043  0.067  -29.0      1 279.43640 -31.66242 84.71079 -69.07769       1       4 
 map_500_Gaussians_2      356    0.00187  0.323    0.042   0.00000     2  0.336    0.000 -26221.14  0.085  0.043  -13.9      1 279.43640 -31.66244 84.71073 -69.07768       1       4 
 map_500_Gaussians_2      357    0.00291  0.623    0.068   0.00000     2  0.336    0.000 -26221.14  0.043  0.066  -39.6      1 279.43639 -31.66246 84.71068 -69.07767       1       4 
 map_500_Gaussians_2      358    0.00296  0.459    0.059   0.00000     2  0.297    0.000 -33689.14  0.049  0.048  -90.0      1 279.43656 -31.66361 84.70742 -69.07768       1       5 
 map_500_Gaussians_2      359    0.00192  0.519    0.046   0.00000     2  0.297    0.000 -33689.14  0.046  0.076   50.7      1 279.43657 -31.66364 84.70734 -69.07768       1       5 
 map_500_Gaussians_2      360    0.00125  0.209    0.028   0.00000     2  0.297    0.000 -33689.14  0.043  0.043  -90.0      1 279.43653 -31.66360 84.70746 -69.07766       1       5 
 map_500_Gaussians_2      361    0.00378  0.820    0.085   0.00000     2  0.297    0.000 -33689.14  0.058  0.047   45.2      1 279.43652 -31.66359 84.70748 -69.07765       1       5 
 map_500_Gaussians_2      362    0.00214  0.366    0.044   0.00000     2  0.297    0.000 -33689.14  0.051  0.043   33.4      1 279.43652 -31.66363 84.70738 -69.07764       1       5 
 map_500_Gaussians_2      363    0.00216  0.260    0.040   0.00000     2  0.248    0.000 -19716.00  0.049  0.043   49.5      1 279.43646 -31.66289 84.70945 -69.07768       1       2 
 map_500_Gaussians_2      364    0.00214  0.598    0.055   0.00000     2  0.248    0.000 -19716.00  0.043  0.083  -44.3      1 279.43645 -31.66291 84.70942 -69.07767       1       2 
 map_500_Gaussians_2      365    0.00249  0.454    0.052   0.00000     2  0.420    0.000 -19498.42  0.043  0.061  -40.3      1 279.43632 -31.66189 84.71227 -69.07768       1       2 
 map_500_Gaussians_2      366    0.00232  0.322    0.047   0.00000     2  0.420    0.000 -19498.42  0.043  0.053  -43.1      1 279.43633 -31.66192 84.71220 -69.07768       1       2 
 map_500_Gaussians_2      367    0.00189  0.623    0.053   0.00000     2  0.446    0.000 -28266.14  0.058  0.076  -48.5      1 279.43651 -31.66332 84.70825 -69.07767       1       2 
 map_500_Gaussians_2      368    0.00225  0.441    0.049   0.00000     2  0.446    0.000 -28266.14  0.049  0.053   25.4      1 279.43650 -31.66327 84.70838 -69.07767       1       2 
 map_500_Gaussians_2      369    0.00316  0.429    0.057   0.00000     2  0.344    0.000 -17849.25  0.043  0.043   18.8      1 279.43621 -31.66164 84.71302 -69.07761       1       2 
 map_500_Gaussians_2      370    0.00287  0.694    0.068   0.00000     2  0.344    0.000 -17849.25  0.043  0.076  -41.7      1 279.43621 -31.66165 84.71297 -69.07761       1       2 
 map_500_Gaussians_2      371    0.00193  0.544    0.053   0.00000     2  0.464    0.000 -20188.11  0.075  0.057  -51.5      1 279.43636 -31.66285 84.70959 -69.07760       1       2 
 map_500_Gaussians_2      372    0.00273  0.479    0.060   0.00000     2  0.464    0.000 -20188.11  0.056  0.043  -45.0      1 279.43636 -31.66288 84.70953 -69.07760       1       2 
 map_500_Gaussians_2      373    0.00324  0.412    0.063   0.00000     2  0.518    0.000 -32104.15  0.047  0.043   44.3      1 279.43618 -31.66175 84.71270 -69.07757       1       2 
 map_500_Gaussians_2      374    0.00229  0.484    0.054   0.00000     2  0.518    0.000 -32104.15  0.068  0.043   42.3      1 279.43616 -31.66171 84.71282 -69.07756       1       2 
 map_500_Gaussians_2      375    0.00359  0.773    0.082   0.00000     2  0.226    0.000 -21545.31  0.049  0.057  -49.8      1 279.43636 -31.66329 84.70838 -69.07755       1       2 
 map_500_Gaussians_2      376    0.00202  0.240    0.038   0.00000     2  0.226    0.000 -21545.31  0.043  0.057  -42.3      1 279.43633 -31.66329 84.70838 -69.07753       1       2 
 map_500_Gaussians_2      377    0.00265  0.360    0.047   0.00000     2  0.422    0.000 -69404.73  0.044  0.043   90.0      1 279.43615 -31.66182 84.71252 -69.07754       1       4 
 map_500_Gaussians_2      378    0.00178  0.569    0.051   0.00000     2  0.422    0.000 -69404.73  0.080  0.057  -53.4      1 279.43613 -31.66186 84.71243 -69.07751       1       4 
 map_500_Gaussians_2      379    0.00259  0.286    0.047   0.00000     2  0.422    0.000 -69404.73  0.046  0.043  -45.0      1 279.43611 -31.66188 84.71236 -69.07750       1       4 
 map_500_Gaussians_2      380    0.00393  0.592    0.075   0.00000     2  0.422    0.000 -69404.73  0.052  0.043   47.0      1 279.43609 -31.66184 84.71247 -69.07749       1       4 
 map_500_Gaussians_2      381    0.00365  0.614    0.074   0.00000     0  0.395    0.000 -72661.40  0.046  0.045   90.0      1 279.43629 -31.66293 84.70940 -69.07753       1       6 
 map_500_Gaussians_2      382    0.00261  0.309    0.046   0.00000     0  0.395    0.000 -72661.40  0.043  0.043   90.0      1 279.43629 -31.66297 84.70928 -69.07753       1       6 
 map_500_Gaussians_2      383    0.00383  0.951    0.089   0.00000     0  0.395    0.000 -72661.40  0.075  0.044  -45.2      1 279.43628 -31.66300 84.70920 -69.07752       1       6 
 map_500_Gaussians_2      384    0.00344  0.527    0.064   0.00000     0  0.395    0.000 -72661.40  0.043  0.054  -48.9      1 279.43627 -31.66297 84.70929 -69.07751       1       6 
 map_500_Gaussians_2      385    0.00349  0.731    0.072   0.00000     0  0.395    0.000 -72661.40  0.056  0.047  -43.7      1 279.43624 -31.66298 84.70927 -69.07749       1       6 
 map_500_Gaussians_2      386    0.00352  0.727    0.077   0.00000     0  0.395    0.000 -72661.40  0.066  0.043   48.3      1 279.43621 -31.66299 84.70926 -69.07746       1       6 
 map_500_Gaussians_2      387    0.00234  0.292    0.042   0.00000     2  0.310    0.000 -37920.98  0.043  0.043   90.0      1 279.43616 -31.66200 84.71202 -69.07752       1       2 
 map_500_Gaussians_2      388    0.00414  1.320    0.112   0.00000     2  0.310    0.000 -37920.98  0.055  0.074  -44.2      1 279.43615 -31.66203 84.71192 -69.07752       1       2 
 map_500_Gaussians_2      389    0.00174  0.432    0.043   0.00000     2  0.215    0.000 -25777.14  0.062  0.053  -32.3      1 279.43619 -31.66238 84.71095 -69.07751       1       2 
 map_500_Gaussians_2      390    0.00302  0.712    0.070   0.00000     2  0.215    0.000 -25777.14  0.065  0.046  -43.9      1 279.43616 -31.66239 84.71093 -69.07748       1       2 
 map_500_Gaussians_2      391    0.00513  1.404    0.126   0.00000     2  0.164    0.000 -22668.25  0.071  0.050  -35.8      1 279.43600 -31.66150 84.71344 -69.07745       1       2 
 map_500_Gaussians_2      392    0.00211  0.264    0.038   0.00000     2  0.164    0.000 -22668.25  0.049  0.043   47.8      1 279.43598 -31.66153 84.71337 -69.07742       1       2 
 map_500_Gaussians_2      393    0.00194  0.623    0.055   0.00000     2  0.379    0.000 -30906.99  0.058  0.086  -50.0      1 279.43604 -31.66219 84.71151 -69.07741       1       2 
 map_500_Gaussians_2      394    0.00207  0.340    0.044   0.00000     2  0.379    0.000 -30906.99  0.043  0.063  -45.0      1 279.43603 -31.66223 84.71141 -69.07739       1       2 
 map_500_Gaussians_2      395    0.00287  0.351    0.053   0.00000     2  0.394    0.000 -30456.14  0.043  0.055  -46.9      1 279.43607 -31.66255 84.71050 -69.07739       1       3 
 map_500_Gaussians_2      396    0.00249  0.306    0.051   0.00000     2  0.394    0.000 -30456.14  0.043  0.052   42.4      1 279.43605 -31.66256 84.71048 -69.07737       1       3 
 map_500_Gaussians_2      397    0.00219  0.940    0.067   0.00000     2  0.394    0.000 -30456.14  0.064  0.086   41.0      1 279.43601 -31.66255 84.71052 -69.07734       1       3 
 map_500_Gaussians_2      398    0.00402  0.994    0.095   0.00000     2  0.226    0.000 -41128.80  0.056  0.054  -57.1      1 279.43610 -31.66306 84.70908 -69.07736       1       3 
 map_500_Gaussians_2      399    0.00237  0.595    0.056   0.00000     2  0.226    0.000 -41128.80  0.043  0.075   42.9      1 279.43609 -31.66309 84.70900 -69.07734       1       3 
 map_500_Gaussians_2      400    0.00175  0.307    0.037   0.00000     2  0.226    0.000 -41128.80  0.062  0.043  -41.0      1 279.43605 -31.66307 84.70907 -69.07731       1       3 
 map_500_Gaussians_2      401    0.00291  0.401    0.055   0.00000     2  0.465    0.000 -21457.25  0.050  0.043  -43.4      1 279.43600 -31.66242 84.71088 -69.07735       1       2 
 map_500_Gaussians_2      402    0.00188  0.343    0.039   0.00000     2  0.465    0.000 -21457.25  0.053  0.043   43.1      1 279.43598 -31.66243 84.71087 -69.07733       1       2 
 map_500_Gaussians_2      403    0.00286  0.372    0.051   0.00000     2  0.393    0.000 -27551.22  0.043  0.045   44.4      1 279.43606 -31.66289 84.70957 -69.07734       1       2 
 map_500_Gaussians_2      404    0.00271  0.374    0.051   0.00000     2  0.393    0.000 -27551.22  0.043  0.046   46.2      1 279.43603 -31.66291 84.70953 -69.07732       1       2 
 map_500_Gaussians_2      405    0.00256  0.703    0.065   0.00000     2  0.389    0.000 -32883.51  0.060  0.060  -90.0      1 279.43588 -31.66172 84.71286 -69.07732       1       2 
 map_500_Gaussians_2      406    0.00310  0.524    0.067   0.00000     2  0.389    0.000 -32883.51  0.043  0.056  -45.5      1 279.43587 -31.66175 84.71278 -69.07731       1       2 
 map_500_Gaussians_2      407    0.00495  1.384    0.131   0.00000     2  0.252    0.000 -22672.02  0.046  0.086  -50.3      1 279.43590 -31.66201 84.71206 -69.07730       1       2 
 map_500_Gaussians_2      408    0.00272  0.753    0.074   0.00000     2  0.252    0.000 -22672.02  0.046  0.085   40.9      1 279.43589 -31.66205 84.71196 -69.07729       1       2 
 map_500_Gaussians_2      409    0.00313  0.336    0.053   0.00000     2  0.517    0.000 -34709.43  0.043  0.046  -47.4      1 279.43607 -31.66343 84.70806 -69.07729       1       3 
 map_500_Gaussians_2      410    0.00193  0.355    0.043   0.00000     2  0.517    0.000 -34709.43  0.064  0.043  -45.5      1 279.43605 -31.66341 84.70812 -69.07727       1       3 
 map_500_Gaussians_2      411    0.00251  0.470    0.053   0.00000     2  0.517    0.000 -34709.43  0.054  0.045  -35.9      1 279.43604 -31.66337 84.70823 -69.07727       1       3 
 map_500_Gaussians_2      412    0.00316  1.240    0.097   0.00000     2  0.232    0.000 -26006.37  0.086  0.061   41.0      1 279.43598 -31.66283 84.70977 -69.07728       1       2 
 map_500_Gaussians_2      413    0.00309  0.646    0.070   0.00000     2  0.232    0.000 -26006.37  0.043  0.070  -44.6      1 279.43595 -31.66284 84.70972 -69.07725       1       2 
 map_500_Gaussians_2      414    0.00310  0.576    0.067   0.00000     2  0.471    0.000 -37969.15  0.043  0.060   43.7      1 279.43595 -31.66270 84.71012 -69.07727       1       3 
 map_500_Gaussians_2      415    0.00346  0.418    0.060   0.00000     2  0.471    0.000 -37969.15  0.043  0.050  -45.3      1 279.43594 -31.66276 84.70996 -69.07725       1       3 
 map_500_Gaussians_2      416    0.00159  0.215    0.032   0.00000     2  0.471    0.000 -37969.15  0.056  0.043   22.2      1 279.43592 -31.66274 84.71001 -69.07724       1       3 
 map_500_Gaussians_2      417    0.00372  0.840    0.083   0.00000     2  0.353    0.000 -37201.44  0.057  0.050  -54.8      1 279.43603 -31.66347 84.70797 -69.07725       1       3 
 map_500_Gaussians_2      418    0.00284  0.607    0.062   0.00000     2  0.353    0.000 -37201.44  0.043  0.068   49.0      1 279.43602 -31.66351 84.70786 -69.07724       1       3 
 map_500_Gaussians_2      419    0.00191  0.287    0.037   0.00000     2  0.353    0.000 -37201.44  0.052  0.043   33.7      1 279.43601 -31.66346 84.70801 -69.07723       1       3 
 map_500_Gaussians_2      420    0.00208  0.480    0.053   0.00000     2  0.384    0.000 -19467.50  0.058  0.056   90.0      1 279.43576 -31.66160 84.71323 -69.07723       1       2 
 map_500_Gaussians_2      421    0.00296  0.506    0.059   0.00000     2  0.384    0.000 -19467.50  0.053  0.043  -46.1      1 279.43576 -31.66162 84.71317 -69.07723       1       2 
