\  ****************** Hyper photometry ******************
\ Survey code: 15
\ Detection threshold: 4.0 sigma
\ Convert from MJy/sr: None
\ Convert from Jy/beam: None
\ Convert to mJy: True
\ Estimated r.m.s. to identify sources: 0.00274 mJy
\  ******************************************************
\ MAP_ID = Map identifier
\ HYPER_ID = Source identifier
\ FLUX_PEAK = Peak flux (mJy/beam)
\ FLUX = Integrated flux density (mJy)
\ FLUX_ERR = Flux density uncertainty (mJy)
\ RESIDUALS = Mean background level (mJy)
\ POLYN = Polynomial background order
\ NMSE = Normalized Mean Squared Error of fit: scale-independent metric of
\ model-data agreement
\ CHI2_RED = Reduced chi-squared of Gaussian + background fit (valid only if
\ residuals are Gaussian-distributed with constant variance)
\ BIC = Bayesian Information Criterion: model selection metric that penalizes
\ overfitting; lower BIC indicates better trade-off between goodness of fit and
\ model complexity
\ FWHM_1 = First axis FWHM (arcsec)
\ FWHM_2 = Second axis FWHM (arcsec)
\ PA = Position angle (deg East of North)
\ STATUS = Fit status flag: 1 = fit succeeded, 0 = fit failed
\ GLON = Galactic longitude (deg)
\ GLAT = Galactic latitude (deg)
\ RA = Right Ascension (deg, J2000)
\ DEC = Declination (deg, J2000)
\ DEBLEND = Deblending flag
\ CLUSTER = Cluster flag
|             MAP_ID|HYPER_ID| FLUX_PEAK|  FLUX|FLUX_ERR|RESIDUALS|POLYN|  NMSE|CHI2_RED|      BIC|FWHM_1|FWHM_2|    PA|STATUS|     GLON|     GLAT|      RA|      DEC|DEBLEND|CLUSTER|
|               char|    long|    double|double|  double|   double| long|double|  double|   double|double|double|double|  long|   double|   double|  double|   double|   long|   long|
|                   |        |mJy / beam|   mJy|     mJy|      mJy|     |      |        |         |arcsec|arcsec|   deg|      |      deg|      deg|     deg|      deg|       |       |
 map_500_Gaussians_1      278    0.00211  0.446    0.046   0.00000     2  0.475    0.000 -26232.89  0.064  0.044  -46.5      1 279.43694 -31.66156 84.71304 -69.07824       1       2 
 map_500_Gaussians_1      279    0.00223  0.661    0.060   0.00000     2  0.475    0.000 -26232.89  0.048  0.081  -41.5      1 279.43690 -31.66156 84.71303 -69.07820       1       2 
 map_500_Gaussians_1      280    0.00329  0.696    0.073   0.00000     2  0.281    0.000 -23374.61  0.043  0.073   45.9      1 279.43711 -31.66314 84.70858 -69.07820       1       2 
 map_500_Gaussians_1      281    0.00349  0.512    0.063   0.00000     2  0.281    0.000 -23374.61  0.043  0.048   44.4      1 279.43710 -31.66312 84.70864 -69.07820       1       2 
 map_500_Gaussians_1      282    0.00205  0.739    0.057   0.00000     2  0.480    0.000 -39412.70  0.057  0.080  -36.8      1 279.43700 -31.66246 84.71052 -69.07819       1       3 
 map_500_Gaussians_1      283    0.00344  0.816    0.083   0.00000     2  0.480    0.000 -39412.70  0.062  0.050  -52.9      1 279.43700 -31.66252 84.71034 -69.07818       1       3 
 map_500_Gaussians_1      284    0.00239  0.370    0.050   0.00000     2  0.480    0.000 -39412.70  0.050  0.043  -35.0      1 279.43697 -31.66248 84.71045 -69.07816       1       3 
 map_500_Gaussians_1      285    0.00226  0.247    0.044   0.00000     2  0.533    0.000 -56476.29  0.044  0.043   63.3      1 279.43696 -31.66236 84.71081 -69.07816       1       4 
 map_500_Gaussians_1      286    0.00324  0.838    0.083   0.00000     2  0.533    0.000 -56476.29  0.066  0.052   42.3      1 279.43695 -31.66239 84.71071 -69.07815       1       4 
 map_500_Gaussians_1      287    0.00223  0.226    0.042   0.00000     2  0.533    0.000 -56476.29  0.043  0.043  -90.0      1 279.43691 -31.66234 84.71086 -69.07812       1       4 
 map_500_Gaussians_1      288    0.00341  1.011    0.094   0.00000     2  0.533    0.000 -56476.29  0.080  0.051   42.7      1 279.43688 -31.66234 84.71088 -69.07810       1       4 
 map_500_Gaussians_1      289    0.00268  0.632    0.065   0.00000     2  0.354    0.000 -41478.86  0.068  0.045  -48.2      1 279.43699 -31.66259 84.71014 -69.07816       1       2 
 map_500_Gaussians_1      290    0.00235  0.708    0.063   0.00000     2  0.354    0.000 -41478.86  0.081  0.049   43.5      1 279.43696 -31.66262 84.71008 -69.07813       1       2 
 map_500_Gaussians_1      291    0.00355  0.958    0.090   0.00000     1  0.490    0.000 -58874.83  0.057  0.059   54.3      1 279.43706 -31.66347 84.70767 -69.07812       1       4 
 map_500_Gaussians_1      292    0.00187  0.518    0.048   0.00000     1  0.490    0.000 -58874.83  0.060  0.056  -41.0      1 279.43702 -31.66350 84.70762 -69.07808       1       4 
 map_500_Gaussians_1      293    0.00317  1.196    0.094   0.00000     1  0.490    0.000 -58874.83  0.086  0.053  -42.8      1 279.43699 -31.66351 84.70759 -69.07805       1       4 
 map_500_Gaussians_1      294    0.00165  0.346    0.040   0.00000     1  0.490    0.000 -58874.83  0.086  0.043   23.1      1 279.43696 -31.66350 84.70763 -69.07804       1       4 
 map_500_Gaussians_1      295    0.00379  1.081    0.101   0.00000     2  0.272    0.000 -32556.11  0.069  0.056  -47.9      1 279.43673 -31.66153 84.71318 -69.07806       1       3 
 map_500_Gaussians_1      296    0.00257  0.876    0.072   0.00000     2  0.272    0.000 -32556.11  0.072  0.062  -35.6      1 279.43674 -31.66155 84.71310 -69.07806       1       3 
 map_500_Gaussians_1      297    0.00375  0.860    0.085   0.00000     2  0.272    0.000 -32556.11  0.071  0.043   44.6      1 279.43670 -31.66157 84.71308 -69.07803       1       3 
 map_500_Gaussians_1      298    0.00223  0.275    0.041   0.00000     2  0.504    0.000 -24090.72  0.043  0.050  -43.7      1 279.43689 -31.66317 84.70858 -69.07801       1       2 
 map_500_Gaussians_1      299    0.00234  0.341    0.048   0.00000     2  0.504    0.000 -24090.72  0.053  0.043   48.5      1 279.43685 -31.66315 84.70862 -69.07798       1       2 
 map_500_Gaussians_1      300    0.00242  0.841    0.070   0.00000     2  0.255    0.000 -20836.44  0.081  0.055   49.2      1 279.43669 -31.66186 84.71225 -69.07799       1       2 
 map_500_Gaussians_1      301    0.00354  0.643    0.075   0.00000     2  0.255    0.000 -20836.44  0.054  0.043   46.1      1 279.43667 -31.66188 84.71221 -69.07797       1       2 
 map_500_Gaussians_1      302    0.00159  0.176    0.034   0.00000     0  0.750    0.000 -73629.83  0.043  0.062  -51.0      1 279.43665 -31.66169 84.71273 -69.07797       1       4 
 map_500_Gaussians_1      303    0.00372  0.439    0.065   0.00000     0  0.750    0.000 -73629.83  0.043  0.043   90.0      1 279.43660 -31.66170 84.71273 -69.07793       1       4 
 map_500_Gaussians_1      304    0.00200  0.465    0.045   0.00000     0  0.750    0.000 -73629.83  0.056  0.053  -27.9      1 279.43656 -31.66170 84.71275 -69.07790       1       4 
 map_500_Gaussians_1      305    0.00236  0.246    0.040   0.00000     0  0.750    0.000 -73629.83  0.043  0.043  -90.0      1 279.43656 -31.66174 84.71262 -69.07789       1       4 
 map_500_Gaussians_1      306    0.00380  0.713    0.078   0.00000     2  0.459    0.001 -33766.32  0.043  0.059   46.4      1 279.43661 -31.66197 84.71197 -69.07791       1       3 
 map_500_Gaussians_1      307    0.00384  1.131    0.103   0.00000     2  0.459    0.001 -33766.32  0.050  0.077   44.3      1 279.43659 -31.66201 84.71188 -69.07789       1       3 
 map_500_Gaussians_1      308    0.00286  0.371    0.053   0.00000     2  0.459    0.001 -33766.32  0.043  0.056   41.4      1 279.43657 -31.66203 84.71181 -69.07787       1       3 
 map_500_Gaussians_1      309    0.00231  0.619    0.057   0.00000     2  0.548    0.000 -34658.15  0.043  0.081  -45.9      1 279.43667 -31.66249 84.71052 -69.07790       1       2 
 map_500_Gaussians_1      310    0.00295  0.376    0.057   0.00000     2  0.548    0.000 -34658.15  0.043  0.049   43.8      1 279.43667 -31.66252 84.71044 -69.07790       1       2 
 map_500_Gaussians_1      311    0.00306  0.588    0.069   0.00000     2  0.417    0.001 -14662.81  0.052  0.053   90.0      1 279.43657 -31.66187 84.71226 -69.07789       1       2 
 map_500_Gaussians_1      312    0.00364  0.697    0.074   0.00000     2  0.417    0.001 -14662.81  0.057  0.044   37.4      1 279.43657 -31.66190 84.71219 -69.07789       1       2 
 map_500_Gaussians_1      313    0.00398  1.200    0.101   0.00000     2  0.138    0.000 -25343.64  0.048  0.080  -45.8      1 279.43680 -31.66361 84.70736 -69.07789       1       2 
 map_500_Gaussians_1      314    0.00249  0.743    0.065   0.00000     2  0.138    0.000 -25343.64  0.074  0.051  -41.7      1 279.43676 -31.66363 84.70733 -69.07785       1       2 
 map_500_Gaussians_1      315    0.00397  0.799    0.089   0.00000     2  0.364    0.000 -56824.10  0.067  0.043  -43.4      1 279.43661 -31.66235 84.71091 -69.07787       1       4 
 map_500_Gaussians_1      316    0.00362  0.577    0.073   0.00000     2  0.364    0.000 -56824.10  0.043  0.052   61.2      1 279.43661 -31.66239 84.71082 -69.07786       1       4 
 map_500_Gaussians_1      317    0.00300  0.351    0.054   0.00000     2  0.364    0.000 -56824.10  0.044  0.043  -34.8      1 279.43659 -31.66238 84.71083 -69.07785       1       4 
 map_500_Gaussians_1      318    0.00251  0.253    0.045   0.00000     2  0.364    0.000 -56824.10  0.059  0.044   39.7      1 279.43656 -31.66239 84.71083 -69.07782       1       4 
 map_500_Gaussians_1      319    0.00281  0.860    0.075   0.00000     2  0.254    0.000 -36670.49  0.051  0.076   42.6      1 279.43676 -31.66340 84.70796 -69.07787       1       4 
 map_500_Gaussians_1      320    0.00317  0.603    0.067   0.00000     2  0.254    0.000 -36670.49  0.047  0.053   40.4      1 279.43673 -31.66340 84.70798 -69.07785       1       4 
 map_500_Gaussians_1      321    0.00226  0.503    0.054   0.00000     2  0.254    0.000 -36670.49  0.065  0.044   41.5      1 279.43671 -31.66338 84.70802 -69.07783       1       4 
 map_500_Gaussians_1      322    0.00169  0.510    0.047   0.00000     2  0.254    0.000 -36670.49  0.049  0.085   46.1      1 279.43671 -31.66343 84.70790 -69.07783       1       4 
 map_500_Gaussians_1      323    0.00327  0.655    0.074   0.00000     2  0.281    0.000 -19390.23  0.062  0.044  -43.2      1 279.43651 -31.66158 84.71309 -69.07787       1       2 
 map_500_Gaussians_1      324    0.00251  0.600    0.058   0.00000     2  0.281    0.000 -19390.23  0.043  0.078   39.6      1 279.43648 -31.66160 84.71305 -69.07785       1       2 
 map_500_Gaussians_1      325    0.00292  0.545    0.058   0.00000     2  0.418    0.000 -71874.93  0.043  0.056  -45.0      1 279.43665 -31.66279 84.70968 -69.07785       1       5 
 map_500_Gaussians_1      326    0.00181  0.291    0.039   0.00000     2  0.418    0.000 -71874.93  0.057  0.043   41.9      1 279.43664 -31.66290 84.70938 -69.07783       1       5 
 map_500_Gaussians_1      327    0.00347  0.840    0.083   0.00000     2  0.418    0.000 -71874.93  0.045  0.064   37.8      1 279.43662 -31.66283 84.70957 -69.07782       1       5 
 map_500_Gaussians_1      328    0.00402  0.917    0.092   0.00000     2  0.418    0.000 -71874.93  0.062  0.046   45.0      1 279.43663 -31.66287 84.70946 -69.07782       1       5 
 map_500_Gaussians_1      329    0.00177  0.470    0.046   0.00000     2  0.418    0.000 -71874.93  0.051  0.062   42.8      1 279.43662 -31.66285 84.70953 -69.07782       1       5 
 map_500_Gaussians_1      330    0.00202  0.463    0.048   0.00000     2  0.461    0.000 -41444.20  0.057  0.051  -50.5      1 279.43670 -31.66326 84.70836 -69.07784       1       3 
 map_500_Gaussians_1      331    0.00274  0.695    0.063   0.00000     2  0.461    0.000 -41444.20  0.045  0.071  -47.5      1 279.43668 -31.66323 84.70846 -69.07783       1       3 
 map_500_Gaussians_1      332    0.00306  0.518    0.065   0.00000     2  0.461    0.000 -41444.20  0.060  0.043  -44.7      1 279.43669 -31.66329 84.70828 -69.07783       1       3 
 map_500_Gaussians_1      333    0.00268  0.300    0.055   0.00000     2  0.263    0.000 -20466.00  0.043  0.043   89.9      1 279.43658 -31.66252 84.71046 -69.07783       1       2 
 map_500_Gaussians_1      334    0.00391  0.843    0.100   0.00000     2  0.263    0.000 -20466.00  0.043  0.086   14.5      1 279.43656 -31.66251 84.71048 -69.07781       1       2 
 map_500_Gaussians_1      335    0.00336  0.997    0.086   0.00000     2  0.158    0.000 -31495.09  0.052  0.072   45.1      1 279.43665 -31.66311 84.70878 -69.07782       1       2 
 map_500_Gaussians_1      336    0.00409  1.274    0.110   0.00000     2  0.158    0.000 -31495.09  0.058  0.068   32.5      1 279.43661 -31.66314 84.70871 -69.07778       1       2 
 map_500_Gaussians_1      337    0.00356  0.624    0.072   0.00000     2  0.352    0.000 -15793.00  0.043  0.058   47.1      1 279.43645 -31.66168 84.71282 -69.07781       1       2 
 map_500_Gaussians_1      338    0.00227  0.655    0.058   0.00000     2  0.352    0.000 -15793.00  0.070  0.051  -40.3      1 279.43642 -31.66168 84.71283 -69.07779       1       2 
 map_500_Gaussians_1      339    0.00355  0.542    0.068   0.00000     0  0.600    0.001 -33703.37  0.045  0.046   90.0      1 279.43658 -31.66297 84.70922 -69.07778       1       2 
 map_500_Gaussians_1      340    0.00306  0.555    0.061   0.00000     0  0.600    0.001 -33703.37  0.060  0.043   44.9      1 279.43653 -31.66295 84.70926 -69.07773       1       2 
 map_500_Gaussians_1      341    0.00182  0.253    0.039   0.00000     2  0.601    0.000 -28786.18  0.077  0.047   46.4      1 279.43664 -31.66350 84.70771 -69.07777       1       2 
 map_500_Gaussians_1      342    0.00257  0.259    0.045   0.00000     2  0.601    0.000 -28786.18  0.043  0.043  -90.0      1 279.43662 -31.66352 84.70766 -69.07774       1       2 
 map_500_Gaussians_1      343    0.00157  0.235    0.032   0.00000     2  0.618    0.000 -45165.22  0.048  0.043   58.5      1 279.43647 -31.66258 84.71032 -69.07772       1       4 
 map_500_Gaussians_1      344    0.00223  0.372    0.046   0.00000     2  0.618    0.000 -45165.22  0.049  0.044  -61.6      1 279.43642 -31.66259 84.71031 -69.07768       1       4 
 map_500_Gaussians_1      345    0.00369  0.797    0.083   0.00000     2  0.618    0.000 -45165.22  0.066  0.043   43.8      1 279.43642 -31.66263 84.71021 -69.07767       1       4 
 map_500_Gaussians_1      346    0.00212  0.234    0.041   0.00000     2  0.618    0.000 -45165.22  0.043  0.043   90.0      1 279.43640 -31.66264 84.71017 -69.07765       1       4 
 map_500_Gaussians_1      347    0.00199  0.626    0.058   0.00000     2  0.307    0.000 -24747.29  0.079  0.056  -52.5      1 279.43644 -31.66245 84.71068 -69.07771       1       3 
 map_500_Gaussians_1      348    0.00284  0.345    0.049   0.00000     2  0.307    0.000 -24747.29  0.043  0.048  -40.6      1 279.43641 -31.66245 84.71069 -69.07769       1       3 
 map_500_Gaussians_1      349    0.00245  0.734    0.067   0.00000     2  0.307    0.000 -24747.29  0.054  0.070   37.1      1 279.43641 -31.66248 84.71062 -69.07768       1       3 
 map_500_Gaussians_1      350    0.00171  0.213    0.032   0.00000     2  0.282    0.000 -21832.62  0.043  0.047  -34.8      1 279.43636 -31.66205 84.71183 -69.07769       1       2 
 map_500_Gaussians_1      351    0.00321  0.741    0.078   0.00000     2  0.282    0.000 -21832.62  0.046  0.064  -43.1      1 279.43635 -31.66203 84.71189 -69.07768       1       2 
 map_500_Gaussians_1      352    0.00389  1.198    0.104   0.00000     2  0.377    0.000 -75839.85  0.051  0.076  -41.2      1 279.43649 -31.66349 84.70779 -69.07763       1       6 
 map_500_Gaussians_1      353    0.00168  0.206    0.028   0.00000     2  0.377    0.000 -75839.85  0.043  0.043  -35.2      1 279.43645 -31.66348 84.70781 -69.07761       1       6 
 map_500_Gaussians_1      354    0.00301  0.650    0.068   0.00000     2  0.377    0.000 -75839.85  0.048  0.055   40.5      1 279.43645 -31.66351 84.70775 -69.07760       1       6 
 map_500_Gaussians_1      355    0.00400  0.573    0.077   0.00000     2  0.377    0.000 -75839.85  0.052  0.043   46.6      1 279.43641 -31.66353 84.70769 -69.07756       1       6 
 map_500_Gaussians_1      356    0.00291  0.496    0.060   0.00000     2  0.377    0.000 -75839.85  0.051  0.051  -90.0      1 279.43640 -31.66351 84.70775 -69.07756       1       6 
 map_500_Gaussians_1      357    0.00244  0.582    0.059   0.00000     2  0.377    0.000 -75839.85  0.064  0.048   41.3      1 279.43638 -31.66349 84.70781 -69.07754       1       6 
 map_500_Gaussians_1      358    0.00179  0.447    0.046   0.00000     1  0.570    0.000 -22964.92  0.078  0.046   32.5      1 279.43625 -31.66248 84.71065 -69.07755       1       2 
 map_500_Gaussians_1      359    0.00142  0.215    0.030   0.00000     1  0.570    0.000 -22964.92  0.043  0.056  -41.1      1 279.43622 -31.66248 84.71067 -69.07752       1       2 
 map_500_Gaussians_1      360    0.00246  0.532    0.056   0.00000     2  0.488    0.000 -98016.70  0.065  0.044   54.4      1 279.43618 -31.66207 84.71181 -69.07753       1       8 
 map_500_Gaussians_1      361    0.00214  0.261    0.042   0.00000     2  0.488    0.000 -98016.70  0.043  0.043   17.9      1 279.43613 -31.66198 84.71208 -69.07750       1       8 
 map_500_Gaussians_1      362    0.00198  0.300    0.040   0.00000     2  0.488    0.000 -98016.70  0.053  0.043  -48.4      1 279.43613 -31.66205 84.71187 -69.07749       1       8 
 map_500_Gaussians_1      363    0.00370  0.443    0.065   0.00000     2  0.488    0.000 -98016.70  0.043  0.043   88.7      1 279.43611 -31.66197 84.71212 -69.07749       1       8 
 map_500_Gaussians_1      364    0.00251  0.371    0.052   0.00000     2  0.488    0.000 -98016.70  0.043  0.055   38.6      1 279.43612 -31.66202 84.71197 -69.07749       1       8 
 map_500_Gaussians_1      365    0.00211  0.365    0.043   0.00000     2  0.488    0.000 -98016.70  0.053  0.044   28.6      1 279.43611 -31.66204 84.71192 -69.07748       1       8 
 map_500_Gaussians_1      366    0.00289  0.966    0.081   0.00000     2  0.488    0.000 -98016.70  0.080  0.054   44.5      1 279.43609 -31.66201 84.71200 -69.07746       1       8 
 map_500_Gaussians_1      367    0.00220  0.468    0.048   0.00000     2  0.488    0.000 -98016.70  0.056  0.048   66.0      1 279.43610 -31.66208 84.71180 -69.07746       1       8 
 map_500_Gaussians_1      368    0.00350  0.901    0.084   0.00000     2  0.351    0.000 -30395.25  0.045  0.073   48.9      1 279.43628 -31.66303 84.70912 -69.07751       1       2 
 map_500_Gaussians_1      369    0.00231  0.584    0.059   0.00000     2  0.351    0.000 -30395.25  0.071  0.047  -42.7      1 279.43626 -31.66300 84.70921 -69.07749       1       2 
 map_500_Gaussians_1      370    0.00356  0.705    0.080   0.00000     2  0.279    0.000 -29146.39  0.045  0.057   51.1      1 279.43611 -31.66177 84.71268 -69.07751       1       2 
 map_500_Gaussians_1      371    0.00284  0.809    0.072   0.00000     2  0.279    0.000 -29146.39  0.080  0.046   43.0      1 279.43609 -31.66174 84.71276 -69.07750       1       2 
 map_500_Gaussians_1      372    0.00276  0.492    0.058   0.00000     2  0.302    0.000 -59111.39  0.043  0.057  -39.9      1 279.43622 -31.66280 84.70978 -69.07749       1       7 
 map_500_Gaussians_1      373    0.00356  0.566    0.063   0.00000     2  0.302    0.000 -59111.39  0.053  0.043  -42.9      1 279.43621 -31.66278 84.70982 -69.07748       1       7 
 map_500_Gaussians_1      374    0.00273  0.493    0.057   0.00000     2  0.302    0.000 -59111.39  0.051  0.047  -90.0      1 279.43619 -31.66274 84.70996 -69.07747       1       7 
 map_500_Gaussians_1      375    0.00377  0.416    0.066   0.00000     2  0.302    0.000 -59111.39  0.047  0.043  -46.9      1 279.43617 -31.66271 84.71005 -69.07746       1       7 
 map_500_Gaussians_1      376    0.00340  1.061    0.090   0.00000     2  0.302    0.000 -59111.39  0.079  0.050  -44.7      1 279.43617 -31.66275 84.70992 -69.07745       1       7 
 map_500_Gaussians_1      377    0.00393  0.788    0.086   0.00000     2  0.302    0.000 -59111.39  0.049  0.052  -22.6      1 279.43615 -31.66272 84.71001 -69.07744       1       7 
 map_500_Gaussians_1      378    0.00245  0.867    0.071   0.00000     2  0.302    0.000 -59111.39  0.056  0.080  -39.8      1 279.43615 -31.66278 84.70986 -69.07743       1       7 
 map_500_Gaussians_1      379    0.00161  0.383    0.039   0.00000     2  0.428    0.000 -36837.88  0.071  0.044  -42.5      1 279.43612 -31.66236 84.71102 -69.07745       1       3 
 map_500_Gaussians_1      380    0.00410  0.541    0.071   0.00000     2  0.428    0.000 -36837.88  0.053  0.043  -45.4      1 279.43611 -31.66239 84.71096 -69.07744       1       3 
 map_500_Gaussians_1      381    0.00135  0.194    0.030   0.00000     2  0.428    0.000 -36837.88  0.043  0.043  -89.8      1 279.43609 -31.66237 84.71099 -69.07743       1       3 
 map_500_Gaussians_1      382    0.00292  0.784    0.075   0.00000     2  0.555    0.000 -48501.09  0.071  0.047  -39.4      1 279.43601 -31.66173 84.71282 -69.07743       1       3 
 map_500_Gaussians_1      383    0.00276  0.439    0.057   0.00000     2  0.555    0.000 -48501.09  0.049  0.044   28.2      1 279.43599 -31.66166 84.71300 -69.07742       1       3 
 map_500_Gaussians_1      384    0.00355  0.329    0.061   0.00000     2  0.555    0.000 -48501.09  0.043  0.043  -90.0      1 279.43599 -31.66171 84.71287 -69.07742       1       3 
 map_500_Gaussians_1      385    0.00267  0.414    0.052   0.00000     2  0.410    0.000 -21524.44  0.043  0.058  -46.5      1 279.43620 -31.66314 84.70884 -69.07743       1       2 
 map_500_Gaussians_1      386    0.00389  0.505    0.069   0.00000     2  0.410    0.000 -21524.44  0.047  0.043  -41.7      1 279.43619 -31.66311 84.70893 -69.07742       1       2 
 map_500_Gaussians_1      387    0.00286  0.411    0.059   0.00000     2  0.579    0.000 -31599.44  0.051  0.043  -43.0      1 279.43608 -31.66255 84.71050 -69.07739       1       2 
 map_500_Gaussians_1      388    0.00188  0.306    0.040   0.00000     2  0.579    0.000 -31599.44  0.043  0.051  -41.1      1 279.43605 -31.66255 84.71052 -69.07737       1       2 
 map_500_Gaussians_1      389    0.00416  1.157    0.105   0.00000     2  0.225    0.000 -35005.97  0.064  0.054  -41.7      1 279.43616 -31.66318 84.70874 -69.07740       1       3 
 map_500_Gaussians_1      390    0.00398  0.511    0.073   0.00000     2  0.225    0.000 -35005.97  0.043  0.045   40.8      1 279.43613 -31.66319 84.70871 -69.07736       1       3 
 map_500_Gaussians_1      391    0.00304  0.393    0.051   0.00000     2  0.225    0.000 -35005.97  0.043  0.043   90.0      1 279.43610 -31.66319 84.70872 -69.07734       1       3 
 map_500_Gaussians_1      392    0.00182  0.195    0.032   0.00000     2  0.363    0.000 -53591.65  0.043  0.049   43.8      1 279.43613 -31.66295 84.70938 -69.07739       1       3 
 map_500_Gaussians_1      393    0.00250  0.858    0.071   0.00000     2  0.363    0.000 -53591.65  0.052  0.086   42.1      1 279.43607 -31.66294 84.70943 -69.07735       1       3 
 map_500_Gaussians_1      394    0.00393  1.210    0.104   0.00000     2  0.363    0.000 -53591.65  0.081  0.047   43.6      1 279.43603 -31.66295 84.70942 -69.07731       1       3 
 map_500_Gaussians_1      395    0.00213  0.556    0.055   0.00000     2  0.384    0.000 -20589.34  0.073  0.048  -47.8      1 279.43602 -31.66225 84.71136 -69.07738       1       2 
 map_500_Gaussians_1      396    0.00220  0.613    0.060   0.00000     2  0.384    0.000 -20589.34  0.059  0.061   10.3      1 279.43597 -31.66226 84.71136 -69.07734       1       2 
 map_500_Gaussians_1      397    0.00257  0.516    0.056   0.00000     2  0.265    0.000 -21413.62  0.063  0.043  -41.1      1 279.43597 -31.66209 84.71182 -69.07736       1       2 
 map_500_Gaussians_1      398    0.00239  0.866    0.071   0.00000     2  0.265    0.000 -21413.62  0.077  0.064   55.3      1 279.43594 -31.66209 84.71184 -69.07733       1       2 
 map_500_Gaussians_1      399    0.00341  0.873    0.080   0.00000     2  0.285    0.000 -19137.82  0.047  0.068   48.5      1 279.43598 -31.66256 84.71050 -69.07731       1       2 
 map_500_Gaussians_1      400    0.00190  0.367    0.040   0.00000     2  0.285    0.000 -19137.82  0.056  0.043  -42.2      1 279.43598 -31.66258 84.71044 -69.07731       1       2 
 map_500_Gaussians_1      401    0.00402  1.555    0.120   0.00000     2  0.250    0.000 -36795.26  0.056  0.086   45.0      1 279.43582 -31.66188 84.71243 -69.07726       1       3 
 map_500_Gaussians_1      402    0.00243  0.298    0.041   0.00000     2  0.250    0.000 -36795.26  0.043  0.043   90.0      1 279.43580 -31.66184 84.71256 -69.07724       1       3 
 map_500_Gaussians_1      403    0.00183  0.315    0.035   0.00000     2  0.250    0.000 -36795.26  0.058  0.043  -41.4      1 279.43578 -31.66186 84.71251 -69.07722       1       3 
 map_500_Gaussians_1      404    0.00390  0.420    0.066   0.00000     2  0.385    0.000 -20326.25  0.043  0.043   90.0      1 279.43584 -31.66210 84.71183 -69.07725       1       2 
 map_500_Gaussians_1      405    0.00309  0.538    0.065   0.00000     2  0.385    0.000 -20326.25  0.043  0.051   32.1      1 279.43584 -31.66208 84.71188 -69.07725       1       2 
 map_500_Gaussians_1      406    0.00319  0.454    0.060   0.00000     1  0.611    0.000 -22564.36  0.043  0.046   44.1      1 279.43586 -31.66237 84.71106 -69.07723       1       2 
 map_500_Gaussians_1      407    0.00172  0.427    0.042   0.00000     1  0.611    0.000 -22564.36  0.071  0.048  -52.4      1 279.43585 -31.66239 84.71101 -69.07722       1       2 
 map_500_Gaussians_1      408    0.00161  0.257    0.034   0.00000     2  0.422    0.000 -57764.72  0.059  0.043   41.7      1 279.43596 -31.66329 84.70848 -69.07721       1       7 
 map_500_Gaussians_1      409    0.00336  0.591    0.072   0.00000     2  0.422    0.000 -57764.72  0.043  0.064   46.4      1 279.43597 -31.66336 84.70828 -69.07721       1       7 
 map_500_Gaussians_1      410    0.00247  0.558    0.063   0.00000     2  0.422    0.000 -57764.72  0.065  0.049   25.2      1 279.43597 -31.66338 84.70822 -69.07721       1       7 
 map_500_Gaussians_1      411    0.00179  0.312    0.039   0.00000     2  0.422    0.000 -57764.72  0.043  0.062   44.1      1 279.43595 -31.66332 84.70840 -69.07720       1       7 
 map_500_Gaussians_1      412    0.00170  0.217    0.031   0.00000     2  0.422    0.000 -57764.72  0.049  0.043  -43.4      1 279.43593 -31.66333 84.70838 -69.07718       1       7 
 map_500_Gaussians_1      413    0.00373  0.901    0.088   0.00000     2  0.422    0.000 -57764.72  0.043  0.074  -43.8      1 279.43593 -31.66336 84.70830 -69.07718       1       7 
 map_500_Gaussians_1      414    0.00348  0.517    0.065   0.00000     2  0.422    0.000 -57764.72  0.043  0.050  -43.4      1 279.43589 -31.66331 84.70844 -69.07715       1       7 
 map_500_Gaussians_1      415    0.00266  0.930    0.075   0.00000     2  0.281    0.000 -21737.59  0.070  0.063  -35.7      1 279.43585 -31.66269 84.71017 -69.07719       1       2 
 map_500_Gaussians_1      416    0.00364  0.599    0.072   0.00000     2  0.281    0.000 -21737.59  0.043  0.056  -44.9      1 279.43585 -31.66273 84.71007 -69.07719       1       2 
 map_500_Gaussians_1      417    0.00350  0.323    0.058   0.00000     2  0.443    0.000 -20650.52  0.043  0.043   90.0      1 279.43592 -31.66324 84.70863 -69.07719       1       2 
 map_500_Gaussians_1      418    0.00213  0.638    0.060   0.00000     2  0.443    0.000 -20650.52  0.086  0.046   40.3      1 279.43590 -31.66322 84.70869 -69.07717       1       2 
 map_500_Gaussians_1      419    0.00315  0.447    0.054   0.00000     2  0.527    0.000 -57532.97  0.048  0.043  -44.9      1 279.43597 -31.66357 84.70770 -69.07719       1       5 
 map_500_Gaussians_1      420    0.00291  0.483    0.055   0.00000     2  0.527    0.000 -57532.97  0.057  0.043   41.8      1 279.43594 -31.66358 84.70768 -69.07716       1       5 
 map_500_Gaussians_1      421    0.00312  0.592    0.064   0.00000     2  0.527    0.000 -57532.97  0.061  0.043   52.0      1 279.43590 -31.66358 84.70770 -69.07713       1       5 
