Temperature;YoungModulus;PoissonRatio
21.0;125000000000;0.342
93.0;110000000000;0.342
204.0;100000000000;0.342
316.0;100000000000;0.342
427.0;80000000000;0.342
538.0;74000000000;0.342
649.0;55000000000;0.342
760.0;27000000000;0.342
871.0;20000000000;0.342
1093.0;5000000000;0.342
1650.0;100000000;0.49
