Temperature;YieldStrength;TangentModulus
24.0;1000000000;700000000
205.0;630000000;2200000000
428.0;520000000;1900000000
650.0;300000000;1900000000
872.0;25000000;2000000000
1094.0;5000000;2000000000
1650.0;100000;100000000
