Temperature;CoefficientOfThermalExpansion;CoefficientOfThermalExpansionCooling
155.65100;1.04975E-05;1.07137E-05
155.75400;1.03876E-05;1.07314E-05
155.85400;1.02349E-05;1.07621E-05
155.95399;1.00815E-05;1.0829E-05
156.05200;9.98502E-06;1.09274E-05
156.15300;9.97632E-06;1.10209E-05
156.25600;1.00415E-05;1.10728E-05
156.35699;1.01392E-05;1.10618E-05
156.45799;1.02438E-05;1.09705E-05
156.55600;1.03597E-05;1.08244E-05
156.66000;1.04838E-05;1.0689E-05
156.75900;1.05653E-05;1.06372E-05
156.86099;1.05469E-05;1.07033E-05
156.96100;1.0434E-05;1.08326E-05
157.06200;1.02889E-05;1.09275E-05
157.16000;1.01772E-05;1.0936E-05
157.26401;1.01211E-05;1.08663E-05
157.36200;1.01049E-05;1.07686E-05
157.46400;1.0118E-05;1.06966E-05
157.56599;1.01621E-05;1.06634E-05
157.66600;1.02375E-05;1.06744E-05
157.76700;1.03151E-05;1.07337E-05
157.86301;1.03319E-05;1.08147E-05
157.96600;1.02662E-05;1.0879E-05
158.06900;1.0151E-05;1.09115E-05
158.17101;1.00313E-05;1.091E-05
158.27100;9.95431E-06;1.08991E-05
158.37100;9.96244E-06;1.09153E-05
158.47099;1.00686E-05;1.09437E-05
158.57300;1.0257E-05;1.09547E-05
158.67500;1.04724E-05;1.09605E-05
158.77100;1.06153E-05;1.09917E-05
158.87199;1.06077E-05;1.10555E-05
158.97301;1.04461E-05;1.11254E-05
159.07401;1.02184E-05;1.11583E-05
159.17599;1.00434E-05;1.11231E-05
159.27901;9.9823E-06;1.10472E-05
159.37700;1.00052E-05;1.09981E-05
159.47400;1.00495E-05;1.09915E-05
159.57700;1.00866E-05;1.09921E-05
159.67999;1.01238E-05;1.09623E-05
159.77901;1.01861E-05;1.09011E-05
159.87900;1.02769E-05;1.08444E-05
159.97800;1.03663E-05;1.08248E-05
160.08000;1.04136E-05;1.08519E-05
160.18100;1.04096E-05;1.08952E-05
160.28200;1.03639E-05;1.09215E-05
160.38200;1.02722E-05;1.09224E-05
160.48300;1.01624E-05;1.09129E-05
160.58501;1.00868E-05;1.09049E-05
160.68300;1.00693E-05;1.08752E-05
160.78300;1.0118E-05;1.08064E-05
160.88400;1.0222E-05;1.06998E-05
160.98300;1.03227E-05;1.05807E-05
161.08800;1.03709E-05;1.05008E-05
161.18300;1.03693E-05;1.05017E-05
161.28500;1.03171E-05;1.05839E-05
161.38499;1.02275E-05;1.07E-05
161.48399;1.01719E-05;1.08168E-05
161.58400;1.01911E-05;1.09205E-05
161.68401;1.02561E-05;1.10019E-05
161.78600;1.03301E-05;1.10653E-05
161.88699;1.03739E-05;1.10988E-05
161.98900;1.03581E-05;1.10759E-05
162.08900;1.0309E-05;1.09791E-05
162.18900;1.02498E-05;1.08542E-05
162.28900;1.01849E-05;1.07669E-05
162.38600;1.0162E-05;1.0732E-05
162.48700;1.02243E-05;1.07439E-05
162.59200;1.03585E-05;1.0771E-05
162.69000;1.05104E-05;1.07703E-05
162.78799;1.06097E-05;1.0741E-05
162.89101;1.06016E-05;1.07147E-05
162.98700;1.04903E-05;1.0718E-05
163.08701;1.034E-05;1.07733E-05
163.18700;1.02284E-05;1.08908E-05
163.28799;1.02015E-05;1.10125E-05
163.38901;1.02405E-05;1.10687E-05
163.48900;1.02746E-05;1.10512E-05
163.58800;1.02358E-05;1.09848E-05
163.68900;1.01198E-05;1.09202E-05
163.78799;1.00034E-05;1.08987E-05
163.88800;9.97346E-06;1.09347E-05
163.98801;1.00463E-05;1.10231E-05
164.09200;1.01885E-05;1.11102E-05
164.18900;1.03552E-05;1.1121E-05
164.28900;1.0494E-05;1.10279E-05
164.39101;1.05721E-05;1.08616E-05
164.49001;1.0571E-05;1.06993E-05
164.59100;1.04732E-05;1.06389E-05
164.68900;1.03226E-05;1.07052E-05
164.78600;1.02184E-05;1.08181E-05
164.89200;1.02138E-05;1.08976E-05
164.99200;1.02598E-05;1.09176E-05
165.08900;1.02672E-05;1.08797E-05
165.18600;1.02E-05;1.08521E-05
165.28900;1.01048E-05;1.09039E-05
165.39000;1.00901E-05;1.10125E-05
165.49300;1.02104E-05;1.10931E-05
165.58800;1.03989E-05;1.1074E-05
165.69200;1.05401E-05;1.09698E-05
165.78999;1.05592E-05;1.08568E-05
165.88600;1.04616E-05;1.08138E-05
165.98801;1.03134E-05;1.08518E-05
166.08501;1.02036E-05;1.09221E-05
166.18700;1.01783E-05;1.09788E-05
166.29100;1.02339E-05;1.09969E-05
166.38600;1.03492E-05;1.09985E-05
166.48900;1.04509E-05;1.0981E-05
166.59200;1.04546E-05;1.09309E-05
166.68700;1.03439E-05;1.08811E-05
166.78799;1.01768E-05;1.08862E-05
166.89000;1.00646E-05;1.09877E-05
166.98700;1.00953E-05;1.11417E-05
167.08600;1.0235E-05;1.12879E-05
167.18800;0.000010366;1.1377E-05
167.28999;1.04162E-05;1.13693E-05
167.38600;1.03889E-05;1.12719E-05
167.48900;1.03376E-05;1.11274E-05
167.59000;1.03207E-05;1.09775E-05
167.68700;1.03223E-05;1.08471E-05
167.78900;1.03107E-05;1.07926E-05
167.88499;1.02963E-05;1.0822E-05
167.99200;1.02941E-05;1.08665E-05
168.09000;1.03094E-05;1.08744E-05
168.18900;1.03239E-05;1.08575E-05
168.29100;1.03152E-05;1.08578E-05
168.38901;1.02895E-05;1.09122E-05
168.48700;1.02787E-05;1.10144E-05
168.59300;1.0304E-05;1.10877E-05
168.68900;1.03496E-05;1.10759E-05
168.78999;1.03878E-05;1.09962E-05
168.88800;1.04006E-05;1.09047E-05
168.99001;1.03738E-05;1.08455E-05
169.09300;1.03112E-05;1.08268E-05
169.18900;1.02386E-05;1.08106E-05
169.29100;1.01983E-05;1.07678E-05
169.39200;1.02141E-05;1.07391E-05
169.49300;1.02574E-05;1.0762E-05
169.59200;1.02714E-05;1.08303E-05
169.69099;1.02324E-05;1.09213E-05
169.78799;1.01869E-05;1.09915E-05
169.89000;1.01955E-05;1.1019E-05
169.99200;1.026E-05;1.10496E-05
170.09200;1.03073E-05;1.11052E-05
170.19099;1.02665E-05;1.11379E-05
170.28999;1.01706E-05;1.11052E-05
170.39301;1.01171E-05;1.09883E-05
170.49001;1.01585E-05;1.08126E-05
170.59100;1.02792E-05;1.06609E-05
170.69099;1.03971E-05;1.0613E-05
170.79300;1.04391E-05;1.07019E-05
170.89200;1.04254E-05;1.08775E-05
170.99100;1.03978E-05;1.10134E-05
171.09200;1.03652E-05;1.10205E-05
171.19099;1.03205E-05;1.09154E-05
171.29401;1.02623E-05;1.07635E-05
171.39101;1.02117E-05;1.06222E-05
171.49300;1.01906E-05;1.05446E-05
171.59399;1.02041E-05;1.05488E-05
171.69099;1.02297E-05;1.0649E-05
171.78999;1.02409E-05;1.08587E-05
171.89101;1.02462E-05;1.11008E-05
171.99001;1.02774E-05;1.12762E-05
172.09100;1.03491E-05;1.13274E-05
172.19299;1.04362E-05;1.12559E-05
172.29201;1.05075E-05;1.11328E-05
172.39301;1.05297E-05;1.10197E-05
172.49001;1.04971E-05;1.09324E-05
172.59200;1.04669E-05;1.08747E-05
172.69200;1.04724E-05;1.08443E-05
172.79201;1.04912E-05;1.0842E-05
172.88901;1.04785E-05;1.08682E-05
172.98801;1.04157E-05;1.08927E-05
173.09200;1.03321E-05;1.08787E-05
173.19200;1.02667E-05;1.08391E-05
173.28999;1.02396E-05;1.08197E-05
173.39101;1.02195E-05;1.08342E-05
173.49200;1.0171E-05;1.08696E-05
173.59000;1.0115E-05;1.0888E-05
173.68800;1.01061E-05;1.08532E-05
173.79201;1.01648E-05;1.07747E-05
173.88901;1.02629E-05;1.06888E-05
173.98700;1.03461E-05;1.06549E-05
174.08400;1.03653E-05;1.07119E-05
174.18600;1.03209E-05;1.08325E-05
174.28700;1.02407E-05;1.09633E-05
174.38400;1.01602E-05;1.10451E-05
174.48700;1.01382E-05;1.1043E-05
174.58600;1.02208E-05;1.09658E-05
174.68700;1.03652E-05;1.08478E-05
174.78400;1.04669E-05;1.07386E-05
174.88300;1.04383E-05;1.06936E-05
174.98900;1.0299E-05;1.07395E-05
175.08600;1.01764E-05;1.08342E-05
175.18700;1.01583E-05;1.09111E-05
175.28500;1.02219E-05;1.09421E-05
175.38699;1.03048E-05;1.09357E-05
175.48399;1.03747E-05;1.09133E-05
175.58600;1.04317E-05;1.08964E-05
175.68700;1.0471E-05;1.08883E-05
175.78101;1.04512E-05;1.08817E-05
175.88699;1.03604E-05;1.0868E-05
175.98300;1.02784E-05;1.08384E-05
176.08501;1.02813E-05;1.08058E-05
176.18100;1.03465E-05;1.07737E-05
176.28200;1.03897E-05;1.07326E-05
176.38200;1.03414E-05;1.07056E-05
176.48199;1.02248E-05;1.07222E-05
176.57700;1.01339E-05;1.07961E-05
176.68401;1.01297E-05;1.0917E-05
176.77800;1.02038E-05;1.10494E-05
176.88000;1.03265E-05;1.11568E-05
176.98300;1.04508E-05;1.12333E-05
177.07899;1.05113E-05;1.12586E-05
177.17999;1.04736E-05;1.11757E-05
177.27699;1.03409E-05;1.10025E-05
177.37900;1.01903E-05;1.08178E-05
177.47600;1.01294E-05;1.06839E-05
177.57899;1.01779E-05;1.06212E-05
177.67500;1.02703E-05;1.06019E-05
177.77699;1.03487E-05;1.05958E-05
177.87399;1.03975E-05;1.06071E-05
177.97800;1.04215E-05;1.06338E-05
178.07500;1.04337E-05;1.06419E-05
178.17500;1.04216E-05;1.06221E-05
178.27299;1.03702E-05;1.06164E-05
178.37700;1.03063E-05;1.06884E-05
178.47501;1.02636E-05;1.08465E-05
178.57201;1.0256E-05;1.10127E-05
178.67599;1.02771E-05;1.1093E-05
178.77200;1.03185E-05;1.10747E-05
178.87100;1.03678E-05;1.09951E-05
178.96600;1.04029E-05;1.09E-05
179.07100;1.04253E-05;1.08434E-05
179.17000;1.04404E-05;1.08305E-05
179.27200;1.04387E-05;1.08463E-05
179.36700;1.0405E-05;1.08794E-05
179.46800;1.03361E-05;1.08844E-05
179.57001;1.02565E-05;1.08214E-05
179.67200;1.02005E-05;1.0719E-05
179.76700;1.01902E-05;1.06239E-05
179.86600;1.02147E-05;1.05644E-05
179.96400;1.02514E-05;1.05824E-05
180.06400;1.02886E-05;1.06885E-05
180.16800;1.03303E-05;1.08273E-05
180.26801;1.03811E-05;1.09315E-05
180.36600;1.04194E-05;1.09579E-05
180.46300;1.04225E-05;1.09261E-05
180.56500;1.04093E-05;1.09208E-05
180.66400;1.03935E-05;1.09892E-05
180.76500;1.03702E-05;1.10808E-05
180.86301;1.03377E-05;1.10993E-05
180.96100;1.02975E-05;1.10292E-05
181.06300;1.02719E-05;1.09168E-05
181.16200;1.02777E-05;1.08015E-05
181.26401;1.03117E-05;1.07212E-05
181.36099;1.03386E-05;1.06782E-05
181.46100;1.03251E-05;1.06769E-05
181.56100;1.02831E-05;1.0741E-05
181.65900;1.02659E-05;1.08694E-05
181.75800;1.02943E-05;1.09935E-05
181.85699;1.03408E-05;1.10399E-05
181.95799;1.03642E-05;1.10044E-05
182.05600;1.03408E-05;1.09062E-05
182.15500;1.03034E-05;1.07962E-05
182.25500;1.02966E-05;1.07185E-05
182.35699;1.03366E-05;1.06785E-05
182.45599;1.03872E-05;1.06885E-05
182.55800;1.04297E-05;1.07577E-05
182.65601;1.04528E-05;1.08675E-05
182.75200;1.04439E-05;1.09629E-05
182.85400;1.04161E-05;1.09977E-05
182.95100;1.03677E-05;1.09666E-05
183.05299;1.03032E-05;1.08885E-05
183.14799;1.02213E-05;1.07863E-05
183.25400;1.01486E-05;1.06685E-05
183.34900;1.01296E-05;1.05733E-05
183.45100;1.01913E-05;1.05603E-05
183.55000;1.03267E-05;1.06625E-05
183.64900;1.04551E-05;1.08673E-05
183.75000;1.04975E-05;1.10818E-05
183.84700;1.04514E-05;1.11975E-05
183.94701;1.03787E-05;1.1208E-05
184.04700;1.03344E-05;1.11702E-05
184.14900;1.03074E-05;1.11239E-05
184.24400;1.02558E-05;1.10932E-05
184.34300;1.01661E-05;1.10622E-05
184.44299;1.00929E-05;1.09967E-05
184.54201;1.0107E-05;1.09119E-05
184.64400;1.02184E-05;1.08558E-05
184.74300;1.0379E-05;1.08466E-05
184.84100;1.05117E-05;1.08819E-05
184.94600;1.05696E-05;1.09538E-05
185.04201;1.05402E-05;1.10113E-05
185.14000;1.04418E-05;1.10193E-05
185.23900;1.03208E-05;1.09856E-05
185.34000;1.0222E-05;1.09199E-05
185.44200;1.01811E-05;1.08465E-05
185.53700;1.02126E-05;1.07914E-05
185.64101;1.03052E-05;1.07406E-05
185.74001;1.04103E-05;1.06712E-05
185.83701;1.04849E-05;0.000010616
185.93800;1.05047E-05;1.06173E-05
186.03700;1.04511E-05;1.06764E-05
186.13600;1.03587E-05;1.07559E-05
186.23199;1.02917E-05;1.07974E-05
186.33501;1.02864E-05;1.07821E-05
186.43300;1.03422E-05;1.07627E-05
186.53101;1.04401E-05;1.07816E-05
186.63499;1.05388E-05;1.08383E-05
186.73300;1.05819E-05;1.09362E-05
186.83099;1.0535E-05;1.1053E-05
186.92799;1.03935E-05;1.11484E-05
187.03101;1.02082E-05;1.11717E-05
187.13000;1.00604E-05;1.10694E-05
187.23100;9.98462E-06;1.08677E-05
187.33000;9.97546E-06;1.06768E-05
187.42799;1.00265E-05;1.06001E-05
187.52800;1.01194E-05;1.0649E-05
187.63100;1.02334E-05;1.07667E-05
187.72701;1.03718E-05;1.08789E-05
187.82800;1.05065E-05;1.09284E-05
187.92700;1.05889E-05;1.09243E-05
188.02800;1.0607E-05;1.09027E-05
188.12199;1.05644E-05;1.08959E-05
188.22000;1.04749E-05;1.09091E-05
188.32401;1.03751E-05;1.0929E-05
188.42500;1.0286E-05;1.09462E-05
188.52100;1.01887E-05;1.09421E-05
188.62000;1.00978E-05;1.09303E-05
188.71899;1.00695E-05;1.09245E-05
188.82001;1.01348E-05;1.09235E-05
188.92000;1.02842E-05;1.09173E-05
189.01601;1.0448E-05;1.08791E-05
189.11800;1.05477E-05;1.07991E-05
189.22200;1.05656E-05;1.07051E-05
189.32001;1.0535E-05;1.06512E-05
189.41701;1.05011E-05;1.06661E-05
189.51700;1.04846E-05;1.07359E-05
189.61600;1.04825E-05;1.08083E-05
189.71700;1.04728E-05;1.0812E-05
189.81200;1.04379E-05;1.07499E-05
189.91701;1.03724E-05;1.06979E-05
190.01199;1.02831E-05;1.07021E-05
190.11200;1.01997E-05;1.0767E-05
190.21100;1.01472E-05;1.08464E-05
190.30901;1.01457E-05;1.08979E-05
190.41299;1.01895E-05;1.0918E-05
190.51300;1.02298E-05;1.09186E-05
190.60899;1.0246E-05;1.09104E-05
190.70900;1.02781E-05;1.08759E-05
190.81000;1.03535E-05;1.08165E-05
190.90700;1.04499E-05;1.07383E-05
191.00700;1.05213E-05;1.06727E-05
191.10699;1.05249E-05;1.06471E-05
191.20500;1.04628E-05;1.06577E-05
191.30499;1.03924E-05;1.07135E-05
191.40401;1.03551E-05;1.0791E-05
191.50301;1.0341E-05;1.08657E-05
191.60400;1.03398E-05;1.09302E-05
191.70300;1.0356E-05;1.09703E-05
191.80400;1.03874E-05;1.09493E-05
191.89999;1.04227E-05;1.08641E-05
191.99800;1.04507E-05;1.07691E-05
192.09801;1.04591E-05;1.07169E-05
192.20100;1.04396E-05;1.07485E-05
192.30000;1.04017E-05;1.08357E-05
192.39600;1.03541E-05;1.0908E-05
192.49800;1.02982E-05;1.09331E-05
192.59599;1.02466E-05;1.09101E-05
192.69600;1.02114E-05;1.08472E-05
192.79401;1.01891E-05;1.07799E-05
192.89600;1.01732E-05;1.07457E-05
192.99800;1.01721E-05;1.07424E-05
193.09399;1.02005E-05;1.07615E-05
193.19400;1.02522E-05;1.07795E-05
193.29300;1.03256E-05;1.07633E-05
193.39400;1.04269E-05;1.07062E-05
193.49300;1.05191E-05;1.06497E-05
193.59000;1.05562E-05;1.06502E-05
193.69299;1.05305E-05;1.07226E-05
193.78999;1.04422E-05;1.08343E-05
193.89000;1.0321E-05;1.09302E-05
193.98801;1.02343E-05;1.09662E-05
194.08800;1.01954E-05;1.09355E-05
194.18700;1.01749E-05;1.08621E-05
194.28400;1.01755E-05;1.0759E-05
194.38499;1.02007E-05;1.06525E-05
194.48199;1.02319E-05;1.06084E-05
194.58501;1.02674E-05;1.06808E-05
194.68201;1.03127E-05;1.08284E-05
194.78300;1.03678E-05;1.0943E-05
194.88400;1.04478E-05;1.09574E-05
194.98100;1.05564E-05;1.09063E-05
195.08000;1.06512E-05;1.08867E-05
195.18201;1.06785E-05;1.09234E-05
195.28101;1.06295E-05;1.09364E-05
195.37900;1.05433E-05;1.0832E-05
195.47400;1.0475E-05;1.0633E-05
195.57201;1.04677E-05;1.04856E-05
195.67500;1.04971E-05;1.04945E-05
195.77000;1.04823E-05;1.06528E-05
195.87100;1.03828E-05;1.08609E-05
195.96700;1.02325E-05;1.09918E-05
196.06900;1.0106E-05;1.10003E-05
196.17000;1.00665E-05;1.09297E-05
196.26700;1.01232E-05;1.08521E-05
196.36800;1.02222E-05;1.08076E-05
196.46700;1.03022E-05;1.07916E-05
196.56300;1.03464E-05;1.0753E-05
196.66400;1.03683E-05;1.0651E-05
196.76500;1.03955E-05;1.05429E-05
196.86099;1.04421E-05;1.0528E-05
196.96300;1.04966E-05;1.06457E-05
197.06000;1.05276E-05;1.08262E-05
197.16100;1.05054E-05;1.09431E-05
197.25800;1.04459E-05;1.09277E-05
197.35800;1.0395E-05;1.0826E-05
197.45799;1.03794E-05;1.07566E-05
197.55600;1.03969E-05;1.07789E-05
197.65601;1.04245E-05;1.0841E-05
197.75700;1.0427E-05;1.08719E-05
197.85201;1.03995E-05;1.085E-05
197.95300;1.03734E-05;1.08052E-05
198.05400;1.03505E-05;1.07825E-05
198.15500;1.03139E-05;1.07919E-05
198.25200;1.02893E-05;1.07939E-05
198.34900;1.02931E-05;1.07507E-05
198.45200;1.03086E-05;1.06989E-05
198.54800;1.03389E-05;1.06983E-05
198.65100;1.03779E-05;1.07498E-05
198.74600;1.04145E-05;1.07964E-05
198.85001;1.04613E-05;1.07817E-05
198.95100;1.04848E-05;1.07097E-05
199.04601;1.04148E-05;1.06453E-05
199.14799;1.02627E-05;1.06584E-05
199.24600;1.01263E-05;1.07236E-05
199.34399;1.00917E-05;1.07606E-05
199.44400;1.01754E-05;1.07513E-05
199.54601;1.0318E-05;1.07278E-05
199.64400;1.04267E-05;1.07207E-05
199.73801;1.04625E-05;1.07274E-05
199.84399;1.0456E-05;1.07299E-05
199.94000;1.04394E-05;1.07217E-05
200.03900;1.04218E-05;1.07231E-05
200.13600;1.03983E-05;1.07481E-05
200.23500;1.03687E-05;1.07707E-05
200.34000;1.03316E-05;1.07638E-05
200.43600;1.02928E-05;1.07427E-05
200.53600;1.0274E-05;1.07636E-05
200.63400;1.02715E-05;1.08483E-05
200.73399;1.02796E-05;1.09332E-05
200.83299;1.03022E-05;1.09365E-05
200.92999;1.03352E-05;1.08371E-05
201.03101;1.03779E-05;1.06964E-05
201.13300;1.04274E-05;1.06321E-05
201.23100;1.04575E-05;1.07087E-05
201.33000;1.04476E-05;1.08682E-05
201.42900;1.04135E-05;1.09935E-05
201.52699;1.03692E-05;1.10167E-05
201.62700;1.03237E-05;1.09428E-05
201.72701;0.000010295;1.08315E-05
201.82700;1.03018E-05;1.07515E-05
201.92400;1.03762E-05;1.07182E-05
202.02100;1.05393E-05;1.0713E-05
202.12399;1.07291E-05;1.07224E-05
202.22099;1.08372E-05;1.07433E-05
202.32001;1.08073E-05;1.07448E-05
202.41901;1.06632E-05;1.07158E-05
202.51900;1.04828E-05;1.06961E-05
202.61700;1.03504E-05;1.07276E-05
202.71800;1.02991E-05;1.08205E-05
202.81400;1.02912E-05;1.09371E-05
202.91400;1.02914E-05;1.10187E-05
203.01700;1.02875E-05;1.10261E-05
203.11600;1.0272E-05;1.09932E-05
203.21100;1.02709E-05;1.09519E-05
203.31100;1.03184E-05;1.08885E-05
203.41100;1.04086E-05;1.08151E-05
203.50999;1.05042E-05;1.07538E-05
203.61200;1.05671E-05;1.071E-05
203.70900;1.05638E-05;1.06768E-05
203.80800;1.04941E-05;1.06582E-05
203.90601;1.03921E-05;1.06762E-05
204.00700;1.02952E-05;1.07222E-05
204.10699;1.02558E-05;1.07532E-05
204.20500;1.03069E-05;1.07334E-05
204.30499;1.04229E-05;1.06577E-05
204.40199;1.05445E-05;1.05719E-05
204.50800;1.05921E-05;1.05347E-05
204.60300;1.05242E-05;1.05635E-05
204.70500;1.03955E-05;1.06288E-05
204.80299;1.02889E-05;1.07156E-05
204.90300;1.02527E-05;1.08296E-05
205.00200;1.03039E-05;1.09355E-05
205.10400;1.03945E-05;1.10203E-05
205.20100;1.04408E-05;1.10986E-05
205.30099;1.04036E-05;1.11684E-05
205.40500;1.02874E-05;1.12053E-05
205.50101;1.01427E-05;1.11499E-05
205.60100;1.00443E-05;1.09792E-05
205.69901;1.00284E-05;1.07497E-05
205.80000;1.00866E-05;1.0564E-05
205.89999;1.02034E-05;1.04859E-05
206.00000;1.0359E-05;1.04976E-05
206.09700;1.05241E-05;1.05331E-05
206.19901;1.06431E-05;1.05499E-05
206.29900;1.06437E-05;1.05745E-05
206.39500;1.05138E-05;1.06464E-05
206.49300;1.03118E-05;1.07629E-05
206.59599;1.01306E-05;1.08748E-05
206.69200;1.00382E-05;1.09217E-05
206.79700;1.00361E-05;1.0877E-05
206.89700;1.00733E-05;1.07915E-05
206.99500;1.01201E-05;1.07261E-05
207.09500;1.01933E-05;1.07067E-05
207.19501;1.02961E-05;1.07345E-05
207.29500;1.04035E-05;1.08025E-05
207.39400;1.04569E-05;1.09172E-05
207.49200;1.04304E-05;1.10425E-05
207.58900;1.03635E-05;1.11136E-05
207.69299;1.03182E-05;1.10791E-05
207.78799;1.03387E-05;1.09544E-05
207.88800;1.04004E-05;1.08212E-05
207.98700;1.04583E-05;1.07538E-05
208.08900;1.04788E-05;1.07619E-05
208.18900;1.04622E-05;1.07903E-05
208.29100;1.04376E-05;1.08121E-05
208.38800;1.04143E-05;1.08307E-05
208.48500;1.03983E-05;1.08392E-05
208.58600;1.03705E-05;1.08304E-05
208.68700;1.03075E-05;1.0798E-05
208.78799;1.02321E-05;1.07528E-05
208.88100;1.01965E-05;1.0743E-05
208.98700;1.0221E-05;1.07861E-05
209.08701;1.0275E-05;1.08242E-05
209.18500;1.03288E-05;1.0802E-05
209.28300;1.03553E-05;1.07222E-05
209.38300;1.03587E-05;1.0632E-05
209.48399;1.03663E-05;1.05879E-05
209.58299;1.03882E-05;1.06149E-05
209.67700;1.04199E-05;1.06774E-05
209.78300;1.04329E-05;1.07366E-05
209.88200;1.03956E-05;1.07842E-05
209.98000;1.0311E-05;1.08128E-05
210.07800;1.02173E-05;1.08293E-05
210.17900;1.01614E-05;1.08298E-05
210.28000;1.01619E-05;1.08205E-05
210.37900;1.01968E-05;1.08237E-05
210.47501;1.02244E-05;1.08285E-05
210.57600;1.02167E-05;1.08226E-05
210.67400;1.01973E-05;1.08179E-05
210.77499;1.01927E-05;1.08435E-05
210.87399;1.02218E-05;1.09165E-05
210.97099;1.03154E-05;1.10107E-05
211.06900;1.0452E-05;1.10437E-05
211.17200;1.05547E-05;1.09375E-05
211.27299;1.05637E-05;1.07291E-05
211.37000;1.04708E-05;1.05502E-05
211.47099;1.03186E-05;1.05033E-05
211.56700;1.01849E-05;1.059E-05
211.66499;1.0134E-05;1.06969E-05
211.76900;1.0169E-05;1.07036E-05
211.86900;1.02559E-05;1.06188E-05
211.96201;1.03744E-05;1.05465E-05
212.06599;1.04936E-05;1.05908E-05
212.16200;1.05643E-05;1.0734E-05
212.26300;1.05437E-05;1.08503E-05
212.36099;1.04385E-05;1.08424E-05
212.46100;1.03101E-05;1.07306E-05
212.56200;1.02264E-05;1.06245E-05
212.65900;1.02291E-05;1.05993E-05
212.75600;1.02881E-05;1.06488E-05
212.85899;1.03546E-05;1.06981E-05
212.95799;1.04107E-05;1.0695E-05
213.05600;1.04445E-05;1.0677E-05
213.16000;1.04404E-05;1.07023E-05
213.25200;1.039E-05;1.07852E-05
213.35500;1.0317E-05;1.08771E-05
213.45700;1.02508E-05;1.09093E-05
213.55400;1.02123E-05;1.08638E-05
213.65700;1.02072E-05;1.07866E-05
213.75301;1.02348E-05;1.07417E-05
213.85500;1.02801E-05;1.07536E-05
213.95100;1.03008E-05;1.07998E-05
214.05099;1.02724E-05;1.08333E-05
214.14799;1.02093E-05;1.08225E-05
214.25000;1.01769E-05;1.07845E-05
214.35001;1.02307E-05;1.07479E-05
214.45100;1.03477E-05;1.0724E-05
214.54601;1.04604E-05;1.0725E-05
214.64400;1.05112E-05;1.07618E-05
214.74500;1.0493E-05;1.08304E-05
214.84399;1.04319E-05;1.09056E-05
214.94901;1.03564E-05;1.09279E-05
215.04500;1.02809E-05;1.08434E-05
215.14200;1.02137E-05;1.06726E-05
215.24200;1.01734E-05;1.05036E-05
215.34200;1.01597E-05;1.04207E-05
215.44099;1.01558E-05;1.04519E-05
215.53999;1.01513E-05;1.05709E-05
215.63901;1.01512E-05;1.07236E-05
215.73900;1.01729E-05;1.08714E-05
215.83600;1.02436E-05;1.09846E-05
215.93800;1.03781E-05;1.10329E-05
216.03400;1.05358E-05;1.10015E-05
216.13699;1.06304E-05;1.08977E-05
216.23300;1.05925E-05;1.07848E-05
216.33099;1.04491E-05;1.07361E-05
216.43401;1.02834E-05;1.07694E-05
216.53400;1.01814E-05;1.0846E-05
216.63300;1.01869E-05;1.09007E-05
216.72800;1.02588E-05;1.09034E-05
216.82899;1.03283E-05;1.08831E-05
216.92700;1.03453E-05;1.0883E-05
217.02499;1.03193E-05;1.08922E-05
217.12399;1.02894E-05;1.08665E-05
217.22501;1.03021E-05;1.07874E-05
217.32700;1.03796E-05;1.06767E-05
217.42300;1.04623E-05;1.05966E-05
217.52699;1.04791E-05;1.06013E-05
217.62500;1.04152E-05;1.06853E-05
217.72099;1.03105E-05;1.08001E-05
217.81900;1.02203E-05;1.08972E-05
217.92000;1.01725E-05;1.09316E-05
218.01801;1.01552E-05;1.088E-05
218.11700;1.01506E-05;1.07685E-05
218.21700;1.01724E-05;1.06529E-05
218.31700;1.02405E-05;1.0607E-05
218.41701;1.03393E-05;1.07002E-05
218.51500;1.04226E-05;1.09127E-05
218.61600;1.04337E-05;1.11309E-05
218.71300;1.035E-05;1.12321E-05
218.81300;1.0227E-05;1.11607E-05
218.91200;1.01384E-05;1.09828E-05
219.01500;1.01336E-05;1.08451E-05
219.11400;1.01979E-05;1.08435E-05
219.21100;1.02588E-05;1.09365E-05
219.31200;1.02839E-05;1.10146E-05
219.41200;1.0295E-05;1.10069E-05
219.50700;1.03385E-05;1.09346E-05
219.61200;1.04326E-05;1.08767E-05
219.70700;1.05341E-05;1.08621E-05
219.80800;1.058E-05;1.08608E-05
219.91100;1.05444E-05;1.08392E-05
220.00400;1.04609E-05;1.08177E-05
220.10300;1.0372E-05;1.08481E-05
220.20500;1.0281E-05;1.09015E-05
220.30299;1.02043E-05;1.09104E-05
220.40199;1.01632E-05;1.08531E-05
220.50301;1.01678E-05;1.07718E-05
220.60500;1.02059E-05;1.07478E-05
220.69901;1.02298E-05;1.08024E-05
220.79700;1.02173E-05;1.0863E-05
220.89900;1.01789E-05;1.08499E-05
221.00000;1.01558E-05;1.07918E-05
221.10100;1.0157E-05;1.07658E-05
221.19701;1.01492E-05;1.07904E-05
221.30000;1.0116E-05;1.08361E-05
221.39700;1.00821E-05;1.08629E-05
221.49300;1.01207E-05;1.08636E-05
221.59700;1.02617E-05;1.08791E-05
221.69701;1.04575E-05;1.09366E-05
221.79300;1.06269E-05;1.10047E-05
