rank,genre,platform,decade,sales
3348,Act,Nin,1990,0.16
3349,Act,Nin,2010,0.16
3350,Rac,Com,2010,0.16
3351,Adv,MiS,2000,0.16
3352,Sho,Son,2000,0.16
3353,Adv,Nin,2000,0.16
3354,Act,Nin,2010,0.16
3355,Act,Nin,2000,0.16
3356,Adv,Son,2000,0.16
3357,Sho,Com,2010,0.16
3358,Rac,Son,2000,0.16
3359,Act,Nin,2000,0.16
3360,Act,MiS,2010,0.16
3361,Act,Nin,2000,0.16
3362,Act,Nin,2010,0.16
3363,Rac,Nin,2000,0.16
3364,Rac,Nin,2000,0.16
3365,Rac,Son,1990,0.16
3366,Act,Nin,2010,0.16
3367,Adv,Nin,2010,0.16
3368,Sho,Com,2010,0.16
3369,Act,Nin,2000,0.16
3370,Adv,Son,2010,0.16
3371,Act,MiS,2010,0.16
3372,Sho,Son,2000,0.16
3373,Adv,Nin,2000,0.16
3374,Sho,Son,1990,0.16
3375,Adv,Nin,2000,0.16
3376,Rac,Com,2010,0.16
3377,Act,Nin,2010,0.16
3378,Act,Nin,2010,0.16
3379,Rac,Nin,2000,0.16
3380,Sho,MiS,2000,0.16
3381,Rac,Son,1990,0.16
3382,Sho,Son,2000,0.16
3383,Sho,Son,2000,0.16
3384,Adv,MiS,2010,0.16
3385,Act,Son,1990,0.16
3386,Act,Com,2010,0.16
3387,Act,Son,2010,0.16
3388,Act,Nin,2000,0.16
3389,Act,Nin,2010,0.16
3390,Act,Nin,2000,0.16
3391,Act,MiS,2010,0.16
3392,Act,Nin,2000,0.16
3393,Rac,Son,2000,0.16
3394,Act,Son,1990,0.16
3395,Act,Nin,2010,0.16
3396,Rac,Son,1990,0.15
3397,Rac,Son,1990,0.15
3398,Rac,Son,1990,0.15
3399,Rac,Son,2000,0.15
3400,Sho,Com,2010,0.15
3401,Sho,Son,2000,0.15
3402,Rac,Nin,2000,0.15
3403,Adv,Nin,2010,0.15
3404,Act,Son,2010,0.15
3405,Act,MiS,2000,0.15
3406,Sho,Nin,2000,0.15
3407,Rac,Nin,2000,0.15
3408,Rac,Son,2000,0.15
3409,Adv,Com,2010,0.15
3410,Rac,Nin,2000,0.15
3411,Act,MiS,2010,0.15
3412,Rac,MiS,2000,0.15
3413,Act,Nin,2010,0.15
3414,Rac,MiS,2000,0.15
3415,Act,Nin,2010,0.15
3416,Act,Son,2010,0.15
3417,Act,MiS,2010,0.15
3418,Act,MiS,2000,0.15
3419,Rac,Son,1990,0.15
3420,Act,Nin,2000,0.15
3421,Sho,MiS,2000,0.15
3422,Rac,Son,2000,0.15
3423,Sho,Nin,2000,0.15
3424,Sho,Nin,2000,0.15
3425,Adv,Son,2010,0.15
3426,Rac,Nin,2000,0.15
3427,Act,MiS,2010,0.15
3428,Act,Nin,2000,0.15
3429,Act,Com,2010,0.15
3430,Act,Son,2000,0.15
3431,Adv,Nin,2000,0.15
3432,Act,Son,2000,0.15
3433,Act,Son,2010,0.15
3434,Act,Son,2000,0.15
3435,Sho,Nin,2000,0.15
3436,Act,Nin,2010,0.15
3437,Act,Son,2010,0.15
3438,Act,Nin,2000,0.15
3439,Act,Nin,2000,0.15
3440,Sho,MiS,2000,0.15
3441,Adv,Son,1990,0.15
3442,Act,Nin,2000,0.15
3443,Act,MiS,2010,0.15
3444,Adv,Son,2000,0.15
3445,Sho,MiS,2000,0.15
3446,Adv,Son,2000,0.15
3447,Sho,MiS,2010,0.15
3448,Act,Nin,2000,0.15
3449,Sho,Son,2010,0.15
3450,Act,Com,2010,0.15
3451,Act,Nin,2010,0.15
3452,Act,Son,2010,0.15
3453,Rac,Son,2000,0.15
3454,Act,Son,2010,0.15
3455,Act,Nin,2000,0.15
3456,Sho,Son,2000,0.15
3457,Adv,Nin,1990,0.15
3458,Act,Nin,2000,0.15
3459,Act,Son,1990,0.15
3460,Rac,MiS,2000,0.15
3461,Adv,Nin,2000,0.15
3462,Act,Nin,2000,0.15
3463,Sho,MiS,2000,0.15
3464,Rac,Nin,2000,0.15
3465,Sho,Son,2000,0.15
3466,Act,MiS,2000,0.15
3467,Sho,Son,2000,0.15
3468,Act,Nin,2000,0.15
3469,Act,Nin,2000,0.15
3470,Act,MiS,2000,0.15
3471,Rac,Nin,2010,0.15
3472,Act,Son,2010,0.15
3473,Rac,Son,2000,0.15
3474,Act,Nin,2000,0.15
3475,Adv,Nin,2000,0.15
3476,Rac,Nin,2000,0.15
3477,Act,Son,2010,0.15
3478,Adv,Nin,2000,0.15
3479,Act,Son,2010,0.15
3480,Sho,Son,2000,0.15
3481,Act,Nin,2000,0.15
3482,Act,Nin,2000,0.15
3483,Adv,Son,2010,0.15
3484,Rac,Com,2010,0.15
3485,Act,MiS,2010,0.15
3486,Act,Nin,2000,0.15
3487,Rac,Son,2000,0.15
3488,Act,Son,2010,0.15
3489,Adv,Son,1990,0.15
3490,Act,Nin,2000,0.15
3491,Act,Nin,2010,0.15
3492,Act,MiS,2010,0.15
3493,Sho,Nin,2000,0.15
3494,Adv,Son,1990,0.15
3495,Sho,Nin,2000,0.15
3496,Sho,Com,2010,0.15
3497,Rac,Son,1990,0.15
3498,Sho,Nin,2000,0.15
3499,Act,MiS,2010,0.15
3500,Rac,MiS,2000,0.15
3501,Rac,Son,2000,0.15
3502,Rac,MiS,2000,0.15
3503,Act,Nin,2010,0.15
3504,Act,Nin,2000,0.15
3505,Sho,Nin,2000,0.15
3506,Act,MiS,2000,0.14
3507,Adv,Son,2000,0.14
3508,Rac,MiS,2000,0.14
3509,Act,Nin,2010,0.14
3510,Sho,Son,2000,0.14
3511,Act,Son,2000,0.14
3512,Adv,Nin,2000,0.14
3513,Act,Son,2000,0.14
3514,Act,Son,1990,0.14
3515,Act,Nin,2010,0.14
3516,Rac,MiS,2010,0.14
3517,Adv,Nin,2000,0.14
3518,Act,Nin,2010,0.14
3519,Act,Nin,2000,0.14
3520,Act,Son,2000,0.14
3521,Act,Son,2010,0.14
3522,Rac,Son,1990,0.14
3523,Act,MiS,2010,0.14
3524,Act,Son,2000,0.14
3525,Rac,Nin,2000,0.14
3526,Adv,Son,2000,0.14
3527,Act,Nin,2010,0.14
3528,Adv,Son,2000,0.14
3529,Act,MiS,2000,0.14
3530,Sho,Com,2000,0.14
3531,Rac,Son,2000,0.14
3532,Act,Son,2010,0.14
3533,Act,Nin,2010,0.14
3534,Act,Nin,2000,0.14
3535,Rac,Son,2000,0.14
3536,Act,Son,2000,0.14
3537,Sho,Com,2000,0.14
3538,Rac,Son,2010,0.14
3539,Adv,Son,2010,0.14
3540,Act,Nin,2010,0.14
3541,Act,MiS,2000,0.14
3542,Act,Nin,2010,0.14
3543,Sho,Nin,2000,0.14
3544,Act,Son,2010,0.14
3545,Act,Son,2000,0.14
3546,Rac,MiS,2000,0.14
3547,Act,Son,2010,0.14
3548,Act,MiS,2000,0.14
3549,Sho,Son,1990,0.14
3550,Act,Nin,2010,0.14
3551,Adv,Son,2000,0.14
3552,Act,Son,2000,0.14
3553,Act,Nin,2000,0.14
3554,Act,Son,2000,0.14
3555,Act,Nin,2010,0.14
3556,Adv,Nin,2000,0.14
3557,Rac,Nin,2000,0.14
3558,Act,Nin,2000,0.14
3559,Sho,Nin,2000,0.14
3560,Act,Nin,2000,0.14
3561,Adv,Son,1990,0.14
3562,Rac,Son,2000,0.14
3563,Act,Nin,2010,0.14
3564,Adv,Son,2010,0.14
3565,Rac,Son,1990,0.14
3566,Act,Son,2000,0.14
3567,Act,Com,2010,0.14
3568,Act,MiS,2000,0.14
3569,Sho,Son,2000,0.14
3570,Act,MiS,2010,0.14
3571,Act,Nin,2010,0.14
3572,Rac,Nin,1990,0.14
3573,Act,Nin,1990,0.14
3574,Sho,Son,2000,0.14
3575,Sho,Son,1990,0.14
3576,Adv,Nin,2000,0.14
3577,Adv,Son,2000,0.14
3578,Act,Son,2010,0.14
3579,Rac,Nin,2000,0.14
3580,Act,Nin,2000,0.14
3581,Act,Nin,2000,0.14
3582,Act,Nin,2010,0.14
3583,Act,MiS,2000,0.14
3584,Rac,Son,2000,0.14
3585,Adv,Son,1990,0.14
3586,Act,Nin,2000,0.14
3587,Act,Nin,2010,0.14
3588,Adv,MiS,2000,0.14
3589,Act,MiS,2000,0.14
3590,Act,Nin,2000,0.14
3591,Adv,MiS,2010,0.14
3592,Sho,Com,2010,0.14
3593,Act,MiS,2010,0.14
3594,Act,Nin,2010,0.14
3595,Act,Nin,2010,0.14
3596,Adv,MiS,2010,0.14
3597,Act,Son,2010,0.14
3598,Rac,Nin,2010,0.14
3599,Act,Nin,2000,0.14
3600,Adv,Son,1990,0.14
3601,Act,Nin,2000,0.14
3602,Rac,Nin,2000,0.14
3603,Rac,Nin,2000,0.14
3604,Act,Son,2000,0.14
3605,Sho,MiS,2000,0.14
3606,Act,Son,1990,0.14
3607,Act,Com,2010,0.14
3608,Rac,Nin,2000,0.14
3609,Act,Com,2010,0.14
3610,Act,Nin,2000,0.14
3611,Sho,Son,1990,0.14
3612,Act,Son,2010,0.14
3613,Adv,Son,2000,0.14
3614,Sho,Son,2000,0.14
3615,Act,Nin,2000,0.14
3616,Act,MiS,2000,0.14
3617,Adv,Nin,2010,0.14
3618,Act,Nin,2000,0.14
3619,Rac,MiS,2000,0.14
3620,Rac,Nin,2000,0.14
3621,Rac,Nin,2000,0.14
3622,Rac,Nin,2000,0.14
3623,Rac,MiS,2000,0.14
3624,Act,Nin,2000,0.14
3625,Sho,Son,2000,0.14
3626,Sho,Com,2010,0.14
3627,Act,Nin,2010,0.14
3628,Act,Son,2000,0.14
3629,Sho,Nin,2010,0.14
3630,Sho,Com,2010,0.14
3631,Sho,Nin,2010,0.14
3632,Act,Nin,2000,0.14
3633,Adv,Nin,2010,0.14
3634,Act,Son,2010,0.14
3635,Sho,Son,2000,0.13
3636,Rac,MiS,2000,0.13
3637,Sho,Nin,2000,0.13
3638,Act,Nin,2010,0.13
3639,Act,Son,1990,0.13
3640,Adv,Son,2000,0.13
3641,Act,Nin,2000,0.13
3642,Act,Son,2000,0.13
3643,Act,Son,2000,0.13
3644,Act,MiS,2000,0.13
3645,Rac,Nin,2010,0.13
3646,Act,MiS,2010,0.13
3647,Act,Com,2010,0.13
3648,Act,MiS,2010,0.13
3649,Act,Nin,2010,0.13
3650,Act,Nin,2000,0.13
3651,Act,Nin,2000,0.13
3652,Act,Nin,2010,0.13
3653,Sho,Nin,2010,0.13
3654,Act,MiS,2000,0.13
3655,Rac,Son,1990,0.13
3656,Sho,MiS,2000,0.13
3657,Act,Son,2000,0.13
3658,Rac,MiS,2000,0.13
3659,Act,MiS,2000,0.13
3660,Sho,Nin,2010,0.13
3661,Adv,Nin,2010,0.13
3662,Adv,Son,2000,0.13
3663,Act,Nin,2000,0.13
3664,Act,Nin,2010,0.13
3665,Act,MiS,2000,0.13
3666,Act,MiS,2000,0.13
3667,Act,Son,2000,0.13
3668,Adv,Nin,2010,0.13
3669,Act,Nin,2010,0.13
3670,Rac,Son,2000,0.13
3671,Adv,Son,2000,0.13
3672,Sho,Son,2000,0.13
3673,Adv,Son,2010,0.13
3674,Sho,Nin,1990,0.13
3675,Sho,Son,2000,0.13
3676,Adv,Son,2000,0.13
3677,Adv,Son,2010,0.13
3678,Sho,Son,2010,0.13
3679,Act,Son,2010,0.13
3680,Rac,MiS,2000,0.13
3681,Rac,Nin,2000,0.13
3682,Sho,Son,1990,0.13
3683,Rac,Nin,2000,0.13
3684,Sho,Nin,2000,0.13
3685,Act,MiS,2010,0.13
3686,Rac,MiS,2000,0.13
3687,Act,Son,2010,0.13
3688,Rac,Son,2000,0.13
3689,Adv,Nin,2000,0.13
3690,Rac,Nin,2010,0.13
3691,Act,MiS,2000,0.13
3692,Act,Nin,2000,0.13
3693,Rac,Nin,2000,0.13
3694,Act,MiS,2010,0.13
3695,Act,Son,2000,0.13
3696,Sho,Nin,2000,0.13
3697,Adv,Son,2010,0.13
3698,Act,Nin,2000,0.13
3699,Rac,Son,2000,0.13
3700,Sho,MiS,2010,0.13
3701,Act,MiS,2000,0.13
3702,Sho,Nin,2000,0.13
3703,Sho,Son,2000,0.13
3704,Act,MiS,2000,0.13
3705,Sho,MiS,2000,0.13
3706,Act,Son,2010,0.13
3707,Act,Nin,2010,0.13
3708,Act,Com,2010,0.13
3709,Act,MiS,2000,0.13
3710,Rac,Son,2000,0.13
3711,Act,Nin,2010,0.13
3712,Act,Son,2000,0.13
3713,Sho,MiS,2010,0.13
3714,Act,Nin,2010,0.13
3715,Act,Nin,2010,0.13
3716,Sho,Nin,2000,0.13
3717,Act,Com,2010,0.13
3718,Act,Son,2000,0.13
3719,Rac,Nin,2000,0.13
3720,Act,Son,1990,0.13
3721,Act,Nin,2010,0.13
3722,Act,MiS,2000,0.13
3723,Act,Son,2010,0.13
3724,Sho,MiS,2000,0.13
3725,Act,Nin,2010,0.13
3726,Act,MiS,2000,0.13
3727,Act,MiS,2000,0.13
3728,Act,Nin,2010,0.13
3729,Act,Nin,2010,0.13
3730,Rac,MiS,2000,0.13
3731,Adv,Nin,2000,0.13
3732,Rac,Son,2000,0.13
3733,Act,MiS,2000,0.13
3734,Rac,Son,2000,0.13
3735,Adv,Nin,2000,0.13
3736,Adv,Son,2000,0.13
3737,Rac,Son,2000,0.13
3738,Adv,Son,2010,0.13
3739,Rac,MiS,2000,0.13
3740,Rac,Nin,2010,0.13
3741,Act,Nin,2000,0.13
3742,Act,MiS,2010,0.13
3743,Adv,Nin,2010,0.13
3744,Rac,MiS,2000,0.13
3745,Sho,Nin,2000,0.13
3746,Act,Son,2010,0.13
3747,Act,Nin,2000,0.13
3748,Rac,MiS,2000,0.13
3749,Sho,MiS,2000,0.13
3750,Sho,MiS,2010,0.13
3751,Sho,MiS,2000,0.13
3752,Sho,MiS,2000,0.13
3753,Sho,Nin,2010,0.13
3754,Sho,Nin,2000,0.13
3755,Rac,Nin,2000,0.12
3756,Act,Nin,2000,0.12
3757,Adv,Nin,2000,0.12
3758,Act,Nin,2010,0.12
3759,Act,Son,2000,0.12
3760,Rac,MiS,2000,0.12
3761,Act,Com,2010,0.12
3762,Act,Son,2010,0.12
3763,Adv,Son,1990,0.12
3764,Act,Nin,2000,0.12
3765,Sho,Son,1990,0.12
3766,Act,Nin,2000,0.12
3767,Act,Nin,2000,0.12
3768,Act,Son,2010,0.12
3769,Sho,MiS,2010,0.12
3770,Adv,Son,2000,0.12
3771,Act,Son,2000,0.12
3772,Rac,Nin,2000,0.12
3773,Sho,MiS,2010,0.12
3774,Adv,Son,1990,0.12
3775,Act,Nin,2010,0.12
3776,Act,Son,2010,0.12
3777,Adv,Nin,2000,0.12
3778,Act,Nin,2010,0.12
3779,Act,Nin,2000,0.12
3780,Act,Son,2000,0.12
3781,Act,Son,2010,0.12
3782,Rac,Son,2000,0.12
3783,Rac,Nin,2000,0.12
3784,Adv,Son,1990,0.12
3785,Adv,Nin,2000,0.12
3786,Sho,Son,2010,0.12
3787,Rac,Son,2010,0.12
3788,Rac,Son,2010,0.12
3789,Sho,Son,2000,0.12
3790,Act,Nin,2010,0.12
3791,Sho,MiS,2000,0.12
3792,Sho,Son,2010,0.12
3793,Act,Son,2010,0.12
3794,Act,MiS,2010,0.12
3795,Act,Nin,2000,0.12
3796,Adv,Son,2000,0.12
3797,Rac,Son,2000,0.12
3798,Rac,MiS,2000,0.12
3799,Adv,Son,2000,0.12
3800,Act,Son,2010,0.12
3801,Act,Son,2000,0.12
3802,Adv,Son,2000,0.12
3803,Act,Son,2000,0.12
3804,Sho,MiS,2000,0.12
3805,Sho,MiS,2010,0.12
3806,Act,Son,2010,0.12
3807,Rac,MiS,2000,0.12
3808,Adv,Com,2010,0.12
3809,Rac,Nin,2000,0.12
3810,Adv,MiS,2000,0.12
3811,Rac,Son,2000,0.12
3812,Act,MiS,2010,0.12
3813,Act,Nin,2000,0.12
3814,Act,Son,2010,0.12
3815,Act,Son,2010,0.12
3816,Act,MiS,2000,0.12
3817,Rac,MiS,2010,0.12
3818,Rac,Nin,2000,0.12
3819,Rac,Nin,2000,0.12
3820,Act,Son,2000,0.12
3821,Rac,Nin,2000,0.12
3822,Act,Son,2010,0.12
3823,Rac,Son,1990,0.12
3824,Rac,Son,2000,0.12
3825,Sho,Nin,2000,0.12
3826,Act,Son,2000,0.12
3827,Rac,Son,2010,0.12
3828,Adv,Son,2000,0.12
3829,Rac,Nin,2010,0.12
3830,Sho,Son,2010,0.12
3831,Act,Son,2010,0.12
3832,Rac,MiS,2010,0.12
3833,Sho,Nin,2010,0.12
3834,Rac,Nin,2000,0.12
3835,Act,Son,2010,0.12
3836,Sho,Son,2000,0.12
3837,Sho,Com,2010,0.12
3838,Adv,MiS,2010,0.12
3839,Act,Nin,2010,0.12
3840,Rac,Nin,2000,0.12
3841,Act,Nin,2010,0.12
3842,Sho,Nin,2010,0.12
3843,Adv,Son,2000,0.12
3844,Rac,Son,1990,0.12
3845,Sho,Nin,2000,0.12
3846,Sho,Nin,2010,0.12
3847,Act,Nin,2010,0.12
3848,Adv,Son,2010,0.12
3849,Sho,MiS,2000,0.12
3850,Act,Son,2010,0.12
3851,Sho,Nin,2010,0.12
3852,Rac,Son,2010,0.12
3853,Act,MiS,2000,0.12
3854,Act,Nin,2010,0.12
3855,Rac,Son,2000,0.12
3856,Sho,Nin,2000,0.12
3857,Adv,Nin,2000,0.12
3858,Adv,Son,2000,0.12
3859,Act,Son,2000,0.12
3860,Rac,MiS,2010,0.12
3861,Adv,MiS,2000,0.12
3862,Act,Son,2010,0.12
3863,Act,Nin,2010,0.12
3864,Act,MiS,2000,0.12
3865,Adv,Com,2010,0.12
3866,Act,Nin,2000,0.12
3867,Act,Nin,2010,0.12
3868,Act,Son,2000,0.12
3869,Act,MiS,2010,0.12
3870,Sho,Nin,1990,0.12
3871,Act,Son,2000,0.12
3872,Adv,Nin,2000,0.12
3873,Rac,MiS,2000,0.12
3874,Act,Nin,2000,0.12
3875,Adv,Son,1990,0.12
3876,Act,Nin,2000,0.12
3877,Adv,Son,2000,0.12
3878,Adv,Nin,2000,0.12
3879,Act,MiS,2000,0.12
3880,Sho,Nin,2000,0.12
3881,Rac,Son,2000,0.12
3882,Act,Son,2010,0.12
3883,Act,MiS,2000,0.12
3884,Sho,Nin,2000,0.12
3885,Rac,Nin,2000,0.11
3886,Adv,Nin,2000,0.11
3887,Act,Son,2010,0.11
3888,Rac,MiS,2000,0.11
3889,Rac,Son,2000,0.11
3890,Sho,MiS,2000,0.11
3891,Rac,Son,2000,0.11
3892,Rac,Son,2000,0.11
3893,Act,MiS,2000,0.11
3894,Act,Nin,2000,0.11
3895,Act,Nin,2000,0.11
3896,Sho,Son,2000,0.11
3897,Sho,MiS,2000,0.11
3898,Rac,MiS,2010,0.11
3899,Act,Nin,2010,0.11
3900,Sho,Nin,2000,0.11
3901,Sho,MiS,2000,0.11
3902,Adv,MiS,2010,0.11
3903,Act,MiS,2000,0.11
3904,Adv,Son,1990,0.11
3905,Act,Son,2010,0.11
3906,Act,Com,2010,0.11
3907,Act,Nin,2000,0.11
3908,Sho,Son,2000,0.11
3909,Adv,Nin,2000,0.11
3910,Act,MiS,2000,0.11
3911,Act,MiS,2000,0.11
3912,Act,Nin,2010,0.11
3913,Act,Son,2010,0.11
3914,Rac,MiS,2010,0.11
3915,Rac,Nin,2000,0.11
3916,Adv,Nin,2000,0.11
3917,Sho,Son,1990,0.11
3918,Sho,MiS,2010,0.11
3919,Act,MiS,2000,0.11
3920,Act,Nin,2010,0.11
3921,Act,MiS,2000,0.11
3922,Act,Son,2000,0.11
3923,Sho,Nin,2000,0.11
3924,Act,Son,2000,0.11
3925,Act,Son,2010,0.11
3926,Act,Nin,2010,0.11
3927,Rac,Nin,2000,0.11
3928,Act,Son,2010,0.11
3929,Sho,MiS,2000,0.11
3930,Sho,Nin,2010,0.11
3931,Act,Son,2010,0.11
3932,Adv,Nin,2000,0.11
3933,Sho,MiS,2000,0.11
3934,Act,Son,2010,0.11
3935,Sho,Nin,2000,0.11
3936,Adv,Nin,2000,0.11
3937,Sho,Son,2000,0.11
3938,Adv,MiS,2010,0.11
3939,Act,Nin,2000,0.11
3940,Act,Nin,2000,0.11
3941,Adv,Son,2010,0.11
3942,Adv,Nin,2000,0.11
3943,Adv,Nin,2000,0.11
3944,Adv,Son,2010,0.11
3945,Rac,Nin,2000,0.11
3946,Act,Nin,2010,0.11
3947,Act,Nin,2000,0.11
3948,Adv,Nin,2000,0.11
3949,Sho,Nin,2000,0.11
3950,Sho,Nin,2000,0.11
3951,Rac,Com,2010,0.11
3952,Act,Nin,2010,0.11
3953,Act,MiS,2000,0.11
3954,Rac,Com,2010,0.11
3955,Act,Nin,2010,0.11
3956,Act,Son,2000,0.11
3957,Adv,Son,2010,0.11
3958,Act,Nin,2000,0.11
3959,Adv,Com,2000,0.11
3960,Sho,Son,1990,0.11
3961,Adv,Nin,2010,0.11
3962,Rac,Nin,2010,0.11
3963,Act,Nin,2000,0.11
3964,Act,MiS,2000,0.11
3965,Act,Son,2000,0.11
3966,Act,Nin,2000,0.11
3967,Act,Nin,2000,0.11
3968,Act,Nin,2000,0.11
3969,Adv,Son,2000,0.11
3970,Rac,MiS,2000,0.11
3971,Sho,Son,2000,0.11
3972,Act,Son,2010,0.11
3973,Act,MiS,2010,0.11
3974,Act,Son,2000,0.11
3975,Sho,Nin,2000,0.11
3976,Act,Nin,2010,0.11
3977,Rac,Son,2010,0.11
3978,Act,Son,1990,0.11
3979,Rac,Nin,1990,0.11
3980,Act,Nin,1990,0.11
3981,Rac,Nin,2000,0.11
3982,Act,Nin,1990,0.11
3983,Act,Com,2010,0.11
3984,Adv,Son,2010,0.11
3985,Act,MiS,2000,0.11
3986,Sho,Son,2000,0.11
3987,Adv,Son,2000,0.11
3988,Act,Son,2010,0.11
3989,Adv,Nin,2010,0.11
3990,Act,Nin,2010,0.11
3991,Adv,Nin,2000,0.11
3992,Act,Son,2000,0.11
3993,Act,MiS,2000,0.11
3994,Sho,Com,2010,0.11
3995,Adv,Nin,2000,0.11
3996,Act,Nin,2000,0.11
3997,Rac,MiS,2000,0.11
3998,Act,Nin,2000,0.11
3999,Rac,Son,1990,0.11
4000,Rac,Son,1990,0.11
4001,Adv,Nin,2000,0.11
4002,Act,Nin,2000,0.11
4003,Act,Nin,2000,0.11
4004,Act,Son,2010,0.11
4005,Adv,MiS,2000,0.11
4006,Act,Son,2000,0.11
4007,Act,Nin,2000,0.11
4008,Adv,Nin,2000,0.11
4009,Rac,Nin,2000,0.11
4010,Act,Son,2010,0.11
4011,Act,Son,2000,0.11
4012,Act,Nin,2000,0.11
4013,Sho,Son,2000,0.11
4014,Sho,MiS,2000,0.11
4015,Adv,Nin,2000,0.11
4016,Act,MiS,2000,0.11
4017,Act,MiS,2010,0.11
4018,Act,Nin,2010,0.11
4019,Rac,Nin,2000,0.11
4020,Rac,Son,2000,0.11
4021,Act,Nin,2010,0.11
4022,Sho,Son,1990,0.11
4023,Rac,Nin,2000,0.11
4024,Act,Son,2000,0.11
4025,Sho,Nin,2010,0.11
4026,Act,Nin,2000,0.11
4027,Act,MiS,2010,0.11
4028,Act,MiS,2010,0.11
4029,Act,Son,2000,0.11
4030,Act,Nin,2000,0.11
4031,Act,Nin,2000,0.11
4032,Act,Com,2010,0.11
4033,Adv,Son,2000,0.11
4034,Sho,Son,1990,0.11
4035,Adv,Com,2000,0.11
4036,Adv,Son,1990,0.11
4037,Act,Nin,2010,0.11
4038,Act,MiS,2010,0.11
4039,Sho,Nin,2000,0.11
4040,Act,Nin,2010,0.11
4041,Sho,MiS,2000,0.11
4042,Adv,Son,2000,0.11
4043,Rac,Son,1990,0.11
4044,Adv,Nin,2000,0.11
4045,Adv,Son,1990,0.11
4046,Adv,Son,2010,0.11
4047,Rac,Son,2000,0.11
4048,Act,Son,2010,0.11
4049,Sho,Nin,2000,0.11
4050,Act,MiS,2010,0.11
4051,Act,Nin,2000,0.11
4052,Sho,MiS,2000,0.11
4053,Sho,Son,1990,0.11
4054,Act,Son,2010,0.11
4055,Act,Son,2010,0.11
4056,Adv,Son,1990,0.11
4057,Act,Son,2010,0.1
4058,Act,Son,2010,0.1
4059,Act,Son,2010,0.1
4060,Rac,Son,2000,0.1
4061,Act,MiS,2000,0.1
4062,Adv,Nin,2000,0.1
4063,Sho,MiS,2000,0.1
4064,Rac,Son,2000,0.1
4065,Act,Nin,2010,0.1
4066,Rac,Nin,2000,0.1
4067,Rac,Son,2000,0.1
4068,Act,MiS,2000,0.1
4069,Sho,Nin,2000,0.1
4070,Adv,Com,2000,0.1
4071,Act,Nin,2000,0.1
4072,Adv,Son,2000,0.1
4073,Adv,Son,2000,0.1
4074,Adv,Son,2010,0.1
4075,Rac,Nin,2000,0.1
4076,Adv,Son,2000,0.1
4077,Adv,Nin,2000,0.1
4078,Sho,Son,2010,0.1
4079,Act,Son,2010,0.1
4080,Rac,Nin,2000,0.1
4081,Rac,Nin,2000,0.1
4082,Rac,Son,2000,0.1
4083,Adv,Nin,2000,0.1
4084,Rac,Nin,2000,0.1
4085,Act,Nin,2010,0.1
4086,Act,MiS,2010,0.1
4087,Act,MiS,2000,0.1
4088,Sho,Son,1990,0.1
4089,Adv,Nin,2000,0.1
4090,Act,Nin,2010,0.1
4091,Act,Nin,2000,0.1
4092,Sho,MiS,2010,0.1
4093,Adv,MiS,2000,0.1
4094,Act,Son,2000,0.1
4095,Act,Nin,2010,0.1
4096,Sho,Nin,2000,0.1
4097,Adv,Son,2010,0.1
4098,Act,Nin,2000,0.1
4099,Rac,MiS,2000,0.1
4100,Rac,Nin,2000,0.1
4101,Rac,MiS,2000,0.1
4102,Act,Son,1990,0.1
4103,Act,Nin,2000,0.1
4104,Act,Son,2000,0.1
4105,Act,Son,2010,0.1
4106,Act,Nin,2000,0.1
4107,Act,Son,1990,0.1
4108,Act,Nin,2000,0.1
4109,Rac,Son,2000,0.1
4110,Adv,Nin,2010,0.1
4111,Act,Son,2010,0.1
4112,Adv,Son,2000,0.1
4113,Act,MiS,2000,0.1
4114,Sho,Son,2000,0.1
4115,Sho,Com,2000,0.1
4116,Sho,MiS,2000,0.1
4117,Act,Nin,2000,0.1
4118,Act,Nin,2000,0.1
4119,Adv,Nin,2000,0.1
4120,Rac,MiS,2010,0.1
4121,Act,Nin,2010,0.1
4122,Sho,Son,2010,0.1
4123,Act,Com,2010,0.1
4124,Rac,MiS,2010,0.1
4125,Act,Son,2010,0.1
4126,Act,Nin,2000,0.1
4127,Act,Son,2000,0.1
4128,Act,Nin,2000,0.1
4129,Sho,MiS,2000,0.1
4130,Rac,Son,2000,0.1
4131,Rac,Nin,2000,0.1
4132,Act,Son,1990,0.1
4133,Rac,MiS,2010,0.1
4134,Sho,Son,2000,0.1
4135,Rac,Nin,2000,0.1
4136,Act,Nin,1990,0.1
4137,Sho,Son,2000,0.1
4138,Rac,Nin,1990,0.1
4139,Act,Com,2010,0.1
4140,Adv,Nin,2000,0.1
4141,Act,Son,2000,0.1
4142,Act,Nin,2000,0.1
4143,Act,Com,2010,0.1
4144,Sho,MiS,2000,0.1
4145,Act,Nin,2010,0.1
4146,Act,MiS,2000,0.1
4147,Sho,MiS,2000,0.1
4148,Adv,MiS,2000,0.1
4149,Rac,Son,2010,0.1
4150,Act,Son,2010,0.1
4151,Rac,Son,1990,0.1
4152,Act,Son,2010,0.1
4153,Act,Nin,2000,0.1
4154,Rac,Nin,1990,0.1
4155,Rac,Son,2000,0.1
4156,Act,Nin,2010,0.1
4157,Sho,MiS,2010,0.1
4158,Act,MiS,2000,0.1
4159,Adv,MiS,2000,0.1
4160,Rac,Com,2010,0.1
4161,Act,Nin,2000,0.1
4162,Adv,Son,2000,0.1
4163,Adv,Nin,2010,0.1
